"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","愛知郡","","-30","-6","26","-15","0","17","-15","-6","9"
"日本人移動者","西春日井郡","","4","34","-37","8","23","-33","-4","11","-4"
"日本人移動者","丹羽郡","","0","7","-6","21","36","-25","-21","-29","19"
"日本人移動者","海部郡","","-4","-27","67","5","-15","48","-9","-12","19"
"日本人移動者","知多郡","","-29","-184","-127","9","-95","-57","-38","-89","-70"
"日本人移動者","額田郡","","3","18","42","16","21","39","-13","-3","3"
"日本人移動者","北設楽郡","","-8","-8","-8","-6","-7","-12","-2","-1","4"
"日本人移動者","三重県市部","","-487","-1,663","-1,125","-199","-479","-504","-288","-1,184","-621"
"日本人移動者","三重県郡部","","-285","-397","-17","-185","-197","10","-100","-200","-27"
"日本人移動者","津市","","3","-332","-221","12","-165","-109","-9","-167","-112"
"日本人移動者","四日市市","","-117","205","-112","-67","290","-86","-50","-85","-26"
"日本人移動者","伊勢市","","-73","-210","-113","-30","-87","-28","-43","-123","-85"
"日本人移動者","松阪市","","-87","-183","-63","-62","-80","-38","-25","-103","-25"
"日本人移動者","桑名市","","-8","-272","-172","-37","-98","-53","29","-174","-119"
"日本人移動者","鈴鹿市","","-52","-74","-77","-18","9","-26","-34","-83","-51"
"日本人移動者","名張市","","-14","-200","-89","4","-107","-53","-18","-93","-36"
"日本人移動者","尾鷲市","","-11","-52","-25","-4","-15","-14","-7","-37","-11"
"日本人移動者","亀山市","","-21","1","45","-8","3","23","-13","-2","22"
"日本人移動者","鳥羽市","","-16","-65","-23","-3","-19","-12","-13","-46","-11"
"日本人移動者","熊野市","","-49","-47","-23","-23","-22","-12","-26","-25","-11"
"日本人移動者","いなべ市","","120","-110","-87","115","-69","-31","5","-41","-56"
"日本人移動者","志摩市","","-89","-154","-51","-42","-67","-30","-47","-87","-21"
"日本人移動者","伊賀市","","-73","-170","-114","-36","-52","-35","-37","-118","-79"
"日本人移動者","桑名郡","","-9","-17","-32","-7","-9","-20","-2","-8","-12"
"日本人移動者","員弁郡","","-16","-2","40","-7","-11","21","-9","9","19"
"日本人移動者","三重郡","","-21","-34","66","-19","-13","62","-2","-21","4"
"日本人移動者","多気郡","","-58","-99","11","-49","-43","8","-9","-56","3"
"日本人移動者","度会郡","","-84","-127","-58","-47","-64","-43","-37","-63","-15"
"日本人移動者","北牟婁郡","","-34","-68","-21","-19","-32","-8","-15","-36","-13"
"日本人移動者","南牟婁郡","","-63","-50","-23","-37","-25","-10","-26","-25","-13"
"日本人移動者","滋賀県市部","","14","-1,386","-76","55","-652","49","-41","-734","-125"
"日本人移動者","滋賀県郡部","","35","-115","-121","53","-24","-67","-18","-91","-54"
"日本人移動者","大津市","","58","-350","94","21","-257","76","37","-93","18"
"日本人移動者","彦根市","","18","-134","-59","23","-18","-13","-5","-116","-46"
"日本人移動者","長浜市","","-68","-219","-131","-48","-80","-60","-20","-139","-71"
"日本人移動者","近江八幡市","","-12","-24","76","-13","-7","61","1","-17","15"
"日本人移動者","草津市","","145","45","3","103","10","-14","42","35","17"
"日本人移動者","守山市","","-30","-68","174","-18","-14","103","-12","-54","71"
"日本人移動者","栗東市","","-14","-1","193","-7","7","107","-7","-8","86"
"日本人移動者","甲賀市","","-26","-187","-140","-9","-86","-84","-17","-101","-56"
"日本人移動者","野洲市","","-31","15","-6","-13","24","20","-18","-9","-26"
"日本人移動者","湖南市","","18","-84","-11","17","-48","-2","1","-36","-9"
"日本人移動者","高島市","","-3","-166","-106","16","-70","-49","-19","-96","-57"
"日本人移動者","東近江市","","-28","-97","-108","-10","-43","-61","-18","-54","-47"
"日本人移動者","米原市","","-13","-116","-55","-7","-70","-35","-6","-46","-20"
"日本人移動者","蒲生郡","","41","-67","-51","52","-21","-12","-11","-46","-39"
"日本人移動者","愛知郡","","-7","8","-69","4","29","-46","-11","-21","-23"
"日本人移動者","犬上郡","","1","-56","-1","-3","-32","-9","4","-24","8"
"日本人移動者","京都府市部","","2,124","-1,032","-2,097","1,163","-881","-1,032","961","-151","-1,065"
"日本人移動者","京都府郡部","","-111","-392","-183","-39","-175","-90","-72","-217","-93"
"日本人移動者","京都市","","1,952","1,003","-1,316","956","196","-631","996","807","-685"
"日本人移動者","福知山市","","-8","-95","-70","1","-41","-44","-9","-54","-26"
"日本人移動者","舞鶴市","","228","-344","-35","220","-170","-10","8","-174","-25"
"日本人移動者","綾部市","","-31","-64","-12","-13","-32","-16","-18","-32","4"
"日本人移動者","宇治市","","74","-273","-364","71","-194","-172","3","-79","-192"
"日本人移動者","宮津市","","-24","-55","-20","-15","-25","-20","-9","-30","0"
"日本人移動者","亀岡市","","-22","-234","-125","-10","-129","-67","-12","-105","-58"
"日本人移動者","城陽市","","-9","-94","-32","-11","-65","-11","2","-29","-21"
"日本人移動者","向日市","","-8","-97","18","-20","-42","11","12","-55","7"
"日本人移動者","長岡京市","","-17","-23","-50","-28","13","-28","11","-36","-22"
"日本人移動者","八幡市","","-19","-110","-147","-21","-52","-74","2","-58","-73"
"日本人移動者","京田辺市","","61","-224","17","56","-114","7","5","-110","10"
"日本人移動者","京丹後市","","-98","-238","-7","-42","-116","5","-56","-122","-12"
"日本人移動者","南丹市","","58","-74","-80","23","-57","-34","35","-17","-46"
"日本人移動者","木津川市","","-13","-110","126","-4","-53","52","-9","-57","74"
"日本人移動者","乙訓郡","","5","-21","49","8","-14","26","-3","-7","23"
"日本人移動者","久世郡","","-25","-32","-10","-4","-3","-5","-21","-29","-5"
"日本人移動者","綴喜郡","","-9","-45","-57","-2","-26","-26","-7","-19","-31"
"日本人移動者","相楽郡","","-20","-114","-105","-15","-60","-56","-5","-54","-49"
"日本人移動者","船井郡","","-15","-71","-38","-3","-29","-23","-12","-42","-15"
"日本人移動者","与謝郡","","-47","-109","-22","-23","-43","-6","-24","-66","-16"
"日本人移動者","大阪府市部","","2,840","8,675","2,866","1,209","2,586","1,395","1,631","6,089","1,471"
"日本人移動者","大阪府郡部","","13","-546","-126","31","-292","-64","-18","-254","-62"
"日本人移動者","大阪市","","1,777","12,091","4,571","673","5,396","2,357","1,104","6,695","2,214"
"日本人移動者","堺市","","26","-278","-263","58","-234","-144","-32","-44","-119"
"日本人移動者","岸和田市","","-39","-234","-195","-18","-140","-117","-21","-94","-78"
"日本人移動者","豊中市","","87","87","576","47","-24","310","40","111","266"
"日本人移動者","池田市","","38","-99","-170","32","-105","-137","6","6","-33"
"日本人移動者","吹田市","","227","584","274","110","229","11","117","355","263"
"日本人移動者","泉大津市","","10","-27","-56","-8","-50","-33","18","23","-23"
"日本人移動者","高槻市","","46","-130","-69","18","-151","-28","28","21","-41"
"日本人移動者","貝塚市","","-58","-160","-167","-28","-62","-77","-30","-98","-90"
"日本人移動者","守口市","","44","183","205","-5","44","102","49","139","103"
"日本人移動者","枚方市","","99","-696","-299","16","-402","-98","83","-294","-201"
"日本人移動者","茨木市","","70","-63","310","31","-126","90","39","63","220"
"日本人移動者","八尾市","","28","-327","7","10","-222","-13","18","-105","20"
"日本人移動者","泉佐野市","","124","81","-191","49","-32","-62","75","113","-129"
"日本人移動者","富田林市","","20","-256","-294","-9","-143","-154","29","-113","-140"
"日本人移動者","寝屋川市","","5","-144","-70","24","-87","-53","-19","-57","-17"
"日本人移動者","河内長野市","","-42","-292","-237","-18","-170","-96","-24","-122","-141"
"日本人移動者","松原市","","41","-166","-37","37","-74","-15","4","-92","-22"
"日本人移動者","大東市","","60","-134","3","53","-122","-7","7","-12","10"
"日本人移動者","和泉市","","-1","-265","-98","2","-170","-81","-3","-95","-17"
"日本人移動者","箕面市","","62","-228","-202","39","-145","-123","23","-83","-79"
"日本人移動者","柏原市","","3","-112","-109","-5","-60","-35","8","-52","-74"
"日本人移動者","羽曳野市","","-22","-254","-166","-33","-157","-93","11","-97","-73"
"日本人移動者","門真市","","45","-83","11","20","-45","38","25","-38","-27"
"日本人移動者","摂津市","","49","104","194","24","29","67","25","75","127"
"日本人移動者","高石市","","-4","-57","-20","6","-43","-9","-10","-14","-11"
"日本人移動者","藤井寺市","","-5","-17","-97","-9","-28","-49","4","11","-48"
"日本人移動者","東大阪市","","206","172","-109","111","59","45","95","113","-154"
"日本人移動者","泉南市","","-20","-123","-122","-4","-53","-55","-16","-70","-67"
"日本人移動者","四條畷市","","-2","-59","-60","-9","-43","-31","7","-16","-29"
"日本人移動者","交野市","","-44","-186","-88","-22","-103","-33","-22","-83","-55"
"日本人移動者","大阪狭山市","","30","-86","-46","28","-93","-24","2","7","-22"
"日本人移動者","阪南市","","-20","-151","-120","-11","-87","-58","-9","-64","-62"
"日本人移動者","三島郡","","-10","-22","124","-2","-3","59","-8","-19","65"
"日本人移動者","豊能郡","","-32","-142","-88","-17","-63","-45","-15","-79","-43"
"日本人移動者","泉北郡","","12","-15","9","12","-12","6","0","-3","3"
"日本人移動者","泉南郡","","36","-215","-111","32","-130","-61","4","-85","-50"
"日本人移動者","南河内郡","","7","-152","-60","6","-84","-23","1","-68","-37"
"日本人移動者","兵庫県市部","","65","-4,196","-1,671","-53","-2,649","-999","118","-1,547","-672"
"日本人移動者","兵庫県郡部","","-201","-857","-374","-112","-404","-156","-89","-453","-218"
"日本人移動者","神戸市","","310","165","-705","101","-402","-276","209","567","-429"
"日本人移動者","姫路市","","-53","-313","-187","-35","-34","-95","-18","-279","-92"
"日本人移動者","尼崎市","","171","797","737","107","320","378","64","477","359"
"日本人移動者","明石市","","-95","-62","454","-59","-38","171","-36","-24","283"
"日本人移動者","西宮市","","194","-428","-103","75","-367","-77","119","-61","-26"
"日本人移動者","洲本市","","-52","-124","-42","-47","-52","-11","-5","-72","-31"
"日本人移動者","芦屋市","","49","-141","-168","32","-94","-110","17","-47","-58"
"日本人移動者","伊丹市","","136","-240","-5","137","-165","-20","-1","-75","15"
"日本人移動者","相生市","","-12","-83","-43","-7","-43","-22","-5","-40","-21"
"日本人移動者","豊岡市","","-102","-269","-47","-64","-97","-28","-38","-172","-19"
"日本人移動者","加古川市","","-45","-476","-75","10","-238","-32","-55","-238","-43"
"日本人移動者","赤穂市","","-22","-97","-80","-9","-70","-27","-13","-27","-53"
"日本人移動者","西脇市","","-41","-88","-68","-22","-19","-42","-19","-69","-26"
"日本人移動者","宝塚市","","-5","-452","-74","-35","-267","-64","30","-185","-10"
"日本人移動者","三木市","","-6","-166","-130","-22","-56","-62","16","-110","-68"
"日本人移動者","高砂市","","13","-200","-118","25","-100","-101","-12","-100","-17"
"日本人移動者","川西市","","-35","-160","-72","-23","-72","-40","-12","-88","-32"
"日本人移動者","小野市","","-35","-137","-16","-27","-60","-8","-8","-77","-8"
"日本人移動者","三田市","","19","-329","-429","19","-160","-261","0","-169","-168"
"日本人移動者","加西市","","-33","-125","-55","-30","-54","-27","-3","-71","-28"
"日本人移動者","丹波篠山市","","-55","-123","-37","-38","-66","-14","-17","-57","-23"
"日本人移動者","養父市","","-22","-128","-33","-13","-67","-23","-9","-61","-10"
"日本人移動者","丹波市","","-75","-157","-69","-43","-64","-42","-32","-93","-27"
"日本人移動者","南あわじ市","","-1","-179","-54","4","-91","-28","-5","-88","-26"
"日本人移動者","朝来市","","-42","-89","-12","-19","-35","-3","-23","-54","-9"
"日本人移動者","淡路市","","-22","-132","-32","-18","-65","-26","-4","-67","-6"
"日本人移動者","宍粟市","","-59","-156","-59","-33","-73","-27","-26","-83","-32"
"日本人移動者","加東市","","1","-76","-51","-5","-19","-35","6","-57","-16"
"日本人移動者","たつの市","","-16","-228","-98","-14","-101","-47","-2","-127","-51"
"日本人移動者","川辺郡","","-37","-146","-93","-23","-72","-35","-14","-74","-58"
"日本人移動者","多可郡","","-44","-104","-45","-30","-46","-20","-14","-58","-25"
"日本人移動者","加古郡","","-2","-93","-60","7","-60","-19","-9","-33","-41"
"日本人移動者","神崎郡","","-20","-155","-81","-9","-57","-41","-11","-98","-40"
"日本人移動者","揖保郡","","-2","-72","18","-4","-36","3","2","-36","15"
"日本人移動者","赤穂郡","","-26","-43","-37","-12","-25","-18","-14","-18","-19"
"日本人移動者","佐用郡","","-19","-81","-28","-10","-31","-8","-9","-50","-20"
"日本人移動者","美方郡","","-51","-163","-48","-31","-77","-18","-20","-86","-30"
"日本人移動者","奈良県市部","","221","-2,078","-1,289","15","-1,138","-563","206","-940","-726"
"日本人移動者","奈良県郡部","","-111","-553","-341","-86","-290","-166","-25","-263","-175"
"日本人移動者","奈良市","","119","-568","-386","-1","-337","-185","120","-231","-201"
"日本人移動者","大和高田市","","-4","-130","-107","-16","-51","-38","12","-79","-69"
"日本人移動者","大和郡山市","","-8","-113","-108","-14","-51","-77","6","-62","-31"
"日本人移動者","天理市","","243","-310","-184","130","-171","-78","113","-139","-106"
"日本人移動者","橿原市","","36","-95","-39","25","-42","11","11","-53","-50"
"日本人移動者","桜井市","","-14","-136","-67","-12","-84","-43","-2","-52","-24"
"日本人移動者","五條市","","-6","-102","-88","2","-48","-46","-8","-54","-42"
"日本人移動者","御所市","","-6","-57","-70","-4","-35","-31","-2","-22","-39"
"日本人移動者","生駒市","","-69","-247","-115","-44","-108","-53","-25","-139","-62"
"日本人移動者","香芝市","","-31","-178","-16","-22","-127","3","-9","-51","-19"
"日本人移動者","葛城市","","-7","-62","-7","-5","-38","13","-2","-24","-20"
"日本人移動者","宇陀市","","-32","-80","-102","-24","-46","-39","-8","-34","-63"
"日本人移動者","山辺郡","","-4","-11","-2","-3","-2","-1","-1","-9","-1"
"日本人移動者","生駒郡","","5","-123","-71","-19","-68","-14","24","-55","-57"
"日本人移動者","磯城郡","","2","-65","-36","0","-31","-4","2","-34","-32"
"日本人移動者","宇陀郡","","-2","-11","-8","1","-5","-1","-3","-6","-7"
"日本人移動者","高市郡","","-8","-19","-24","-6","-9","-22","-2","-10","-2"
"日本人移動者","北葛城郡","","-52","-209","-128","-31","-114","-79","-21","-95","-49"
"日本人移動者","吉野郡","","-52","-115","-72","-28","-61","-45","-24","-54","-27"
"日本人移動者","和歌山県市部","","-430","-1,265","-485","-251","-572","-223","-179","-693","-262"
"日本人移動者","和歌山県郡部","","-237","-592","-222","-161","-248","-125","-76","-344","-97"
"日本人移動者","和歌山市","","-58","-201","-104","-10","-73","-87","-48","-128","-17"
"日本人移動者","海南市","","-26","-116","-66","-13","-60","-21","-13","-56","-45"
"日本人移動者","橋本市","","-27","-144","-90","-10","-71","-29","-17","-73","-61"
"日本人移動者","有田市","","-37","-92","-40","-25","-48","-10","-12","-44","-30"
"日本人移動者","御坊市","","-23","-71","-51","-10","-33","-31","-13","-38","-20"
"日本人移動者","田辺市","","-119","-189","-42","-75","-71","-20","-44","-118","-22"
"日本人移動者","新宮市","","-55","-121","-25","-40","-58","-17","-15","-63","-8"
"日本人移動者","紀の川市","","-50","-253","-65","-46","-120","-10","-4","-133","-55"
"日本人移動者","岩出市","","-35","-78","-2","-22","-38","2","-13","-40","-4"
"日本人移動者","海草郡","","-5","-26","-11","-2","-11","-4","-3","-15","-7"
"日本人移動者","伊都郡","","-1","-50","-55","-5","-18","-31","4","-32","-24"
"日本人移動者","有田郡","","-52","-139","-30","-32","-67","-10","-20","-72","-20"
"日本人移動者","日高郡","","-74","-159","-65","-49","-84","-45","-25","-75","-20"
"日本人移動者","西牟婁郡","","-46","-107","-22","-30","-31","-5","-16","-76","-17"
"日本人移動者","東牟婁郡","","-59","-111","-39","-43","-37","-30","-16","-74","-9"
"日本人移動者","鳥取県市部","","-187","-685","-14","-65","-362","-35","-122","-323","21"
"日本人移動者","鳥取県郡部","","-247","-373","-116","-144","-184","-56","-103","-189","-60"
"日本人移動者","鳥取市","","-29","-384","-50","-4","-205","-43","-25","-179","-7"
"日本人移動者","米子市","","-55","-176","64","-19","-121","27","-36","-55","37"
"日本人移動者","倉吉市","","-66","-92","-16","-34","-42","-14","-32","-50","-2"
"日本人移動者","境港市","","-37","-33","-12","-8","6","-5","-29","-39","-7"
"日本人移動者","岩美郡","","-9","-28","-12","-8","-10","-5","-1","-18","-7"
"日本人移動者","八頭郡","","-58","-80","-56","-33","-43","-27","-25","-37","-29"
"日本人移動者","東伯郡","","-87","-151","6","-61","-68","2","-26","-83","4"
"日本人移動者","西伯郡","","-69","-103","-31","-34","-56","-12","-35","-47","-19"
"日本人移動者","日野郡","","-24","-11","-23","-8","-7","-14","-16","-4","-9"
"日本人移動者","島根県市部","","-299","-1,082","-119","-108","-529","-49","-191","-553","-70"
"日本人移動者","島根県郡部","","-86","-145","-32","-31","-73","-10","-55","-72","-22"
"日本人移動者","松江市","","118","-350","-69","66","-211","-48","52","-139","-21"
"日本人移動者","浜田市","","-2","-164","-26","15","-72","-13","-17","-92","-13"
"日本人移動者","出雲市","","-169","-146","32","-85","-83","44","-84","-63","-12"
"日本人移動者","益田市","","-88","-100","-1","-51","-37","3","-37","-63","-4"
"日本人移動者","大田市","","-68","-71","19","-32","-32","9","-36","-39","10"
"日本人移動者","安来市","","-66","-70","-54","-37","-19","-31","-29","-51","-23"
"日本人移動者","江津市","","56","-66","19","59","-25","4","-3","-41","15"
"日本人移動者","雲南市","","-80","-115","-39","-43","-50","-17","-37","-65","-22"
"日本人移動者","仁多郡","","19","-57","-17","15","-25","-12","4","-32","-5"
"日本人移動者","飯石郡","","8","-16","-6","5","-6","0","3","-10","-6"
"日本人移動者","邑智郡","","-38","-41","-7","-15","-29","-2","-23","-12","-5"
"日本人移動者","鹿足郡","","-19","-6","-9","-14","-3","-7","-5","-3","-2"
"日本人移動者","隠岐郡","","-56","-25","7","-22","-10","11","-34","-15","-4"
"日本人移動者","岡山県市部","","-200","-1,560","-780","-172","-750","-329","-28","-810","-451"
"日本人移動者","岡山県郡部","","-85","-283","-59","-31","-141","-36","-54","-142","-23"
"日本人移動者","岡山市","","82","143","-126","-4","-32","-32","86","175","-94"
"日本人移動者","倉敷市","","20","-28","113","4","-57","133","16","29","-20"
"日本人移動者","津山市","","-56","-187","-104","-47","-48","-67","-9","-139","-37"
"日本人移動者","玉野市","","-29","-102","-158","-17","-45","-85","-12","-57","-73"
"日本人移動者","笠岡市","","-41","-153","-70","-18","-64","-41","-23","-89","-29"
"日本人移動者","井原市","","-54","-144","-49","-27","-48","-29","-27","-96","-20"
"日本人移動者","総社市","","16","-130","-29","5","-61","-6","11","-69","-23"
"日本人移動者","高梁市","","78","-200","-79","69","-101","-40","9","-99","-39"
"日本人移動者","新見市","","-26","-83","-23","-30","-23","-11","4","-60","-12"
"日本人移動者","備前市","","-24","-106","-51","-15","-38","-36","-9","-68","-15"
"日本人移動者","瀬戸内市","","-17","-87","-28","-14","-31","-27","-3","-56","-1"
"日本人移動者","赤磐市","","-52","-132","-36","-36","-73","-15","-16","-59","-21"
"日本人移動者","真庭市","","-31","-186","-49","-17","-73","-25","-14","-113","-24"
"日本人移動者","美作市","","-34","-64","-59","-12","-9","-38","-22","-55","-21"
"日本人移動者","浅口市","","-32","-101","-32","-13","-47","-10","-19","-54","-22"
"日本人移動者","和気郡","","17","-56","1","25","-22","3","-8","-34","-2"
"日本人移動者","都窪郡","","-5","-6","-1","-1","-7","-6","-4","1","5"
"日本人移動者","浅口郡","","-18","-18","8","-14","-11","5","-4","-7","3"
"日本人移動者","小田郡","","-6","-29","-27","-5","-14","-16","-1","-15","-11"
"日本人移動者","真庭郡","","-3","-4","0","-1","-1","0","-2","-3","0"
"日本人移動者","苫田郡","","-9","-41","-1","-6","-21","0","-3","-20","-1"
"日本人移動者","勝田郡","","7","-55","21","16","-29","6","-9","-26","15"
"日本人移動者","英田郡","","0","5","2","0","2","2","0","3","0"
"日本人移動者","久米郡","","-21","-42","-43","-15","-23","-28","-6","-19","-15"
"日本人移動者","加賀郡","","-47","-37","-19","-30","-15","-2","-17","-22","-17"
"日本人移動者","広島県市部","","156","-2,168","-1,059","283","-897","-611","-127","-1,271","-448"
"日本人移動者","広島県郡部","","-83","-419","81","-42","-227","48","-41","-192","33"
"日本人移動者","広島市","","271","195","-60","173","91","-25","98","104","-35"
"日本人移動者","呉市","","180","-444","-454","179","-203","-321","1","-241","-133"
"日本人移動者","竹原市","","-20","-123","-40","-7","-60","-17","-13","-63","-23"
"日本人移動者","三原市","","-78","-260","-129","-50","-94","-58","-28","-166","-71"
"日本人移動者","尾道市","","-34","-375","-142","-1","-162","-89","-33","-213","-53"
"日本人移動者","福山市","","-20","-281","-29","43","-65","-35","-63","-216","6"
"日本人移動者","府中市","","-40","-100","-59","-27","-28","-18","-13","-72","-41"
"日本人移動者","三次市","","-74","-82","-19","-49","-41","-13","-25","-41","-6"
"日本人移動者","庄原市","","-36","-107","-43","-24","-66","-14","-12","-41","-29"
"日本人移動者","大竹市","","1","-30","-45","1","-17","-27","0","-13","-18"
"日本人移動者","東広島市","","156","-342","90","138","-137","63","18","-205","27"
"日本人移動者","廿日市市","","-75","-117","-27","-47","-75","-8","-28","-42","-19"
"日本人移動者","安芸高田市","","-40","-41","-50","-27","-22","-25","-13","-19","-25"
"日本人移動者","江田島市","","-35","-61","-52","-19","-18","-24","-16","-43","-28"
"日本人移動者","安芸郡","","-98","-170","96","-71","-92","59","-27","-78","37"
"日本人移動者","山県郡","","-4","-72","-15","8","-45","-4","-12","-27","-11"
"日本人移動者","豊田郡","","61","-81","8","46","-55","4","15","-26","4"
"日本人移動者","世羅郡","","-27","-72","0","-14","-33","-7","-13","-39","7"
"日本人移動者","神石郡","","-15","-24","-8","-11","-2","-4","-4","-22","-4"
"日本人移動者","山口県市部","","-491","-2,452","-511","-198","-1,076","-277","-293","-1,376","-234"
"日本人移動者","山口県郡部","","-27","-181","-21","7","-78","-19","-34","-103","-2"
"日本人移動者","下関市","","-57","-530","-178","-32","-263","-95","-25","-267","-83"
"日本人移動者","宇部市","","-33","-264","-48","-30","-127","-33","-3","-137","-15"
"日本人移動者","山口市","","50","-394","-25","54","-179","-35","-4","-215","10"
"日本人移動者","萩市","","-52","-197","-33","-48","-66","-17","-4","-131","-16"
"日本人移動者","防府市","","47","-185","-2","70","-109","1","-23","-76","-3"
"日本人移動者","下松市","","-16","7","113","2","29","60","-18","-22","53"
"日本人移動者","岩国市","","-202","-195","-101","-123","-58","-31","-79","-137","-70"
"日本人移動者","光市","","-52","-102","9","-21","-27","10","-31","-75","-1"
"日本人移動者","長門市","","-84","-89","-42","-45","-51","-13","-39","-38","-29"
"日本人移動者","柳井市","","-47","-63","-27","-31","-35","-21","-16","-28","-6"
"日本人移動者","美祢市","","-43","-89","-37","-29","-39","-23","-14","-50","-14"
"日本人移動者","周南市","","-76","-185","-101","-23","-78","-66","-53","-107","-35"
"日本人移動者","山陽小野田市","","74","-166","-39","58","-73","-14","16","-93","-25"
"日本人移動者","大島郡","","5","-78","-11","16","-43","-8","-11","-35","-3"
"日本人移動者","玖珂郡","","20","-35","5","22","-14","-6","-2","-21","11"
"日本人移動者","熊毛郡","","-45","-55","-21","-27","-16","-9","-18","-39","-12"
"日本人移動者","阿武郡","","-7","-13","6","-4","-5","4","-3","-8","2"
"日本人移動者","徳島県市部","","-292","-1,011","-430","-148","-511","-229","-144","-500","-201"
"日本人移動者","徳島県郡部","","-174","-283","-95","-90","-96","-69","-84","-187","-26"
"日本人移動者","徳島市","","-66","-325","-75","-33","-151","-50","-33","-174","-25"
"日本人移動者","鳴門市","","-30","-155","-58","-26","-85","-32","-4","-70","-26"
"日本人移動者","小松島市","","-13","-36","-68","-7","-31","-16","-6","-5","-52"
"日本人移動者","阿南市","","-26","-185","-72","17","-83","-45","-43","-102","-27"
"日本人移動者","吉野川市","","-39","-56","-31","-22","-38","-23","-17","-18","-8"
"日本人移動者","阿波市","","-25","-101","-38","-19","-48","-17","-6","-53","-21"
"日本人移動者","美馬市","","-48","-59","-39","-37","-27","-17","-11","-32","-22"
"日本人移動者","三好市","","-45","-94","-49","-21","-48","-29","-24","-46","-20"
"日本人移動者","勝浦郡","","-12","-3","-11","-5","0","-8","-7","-3","-3"
"日本人移動者","名東郡","","-1","-7","2","0","-4","1","-1","-3","1"
"日本人移動者","名西郡","","-11","-34","2","-7","-8","-8","-4","-26","10"
"日本人移動者","那賀郡","","-3","-21","-8","3","-5","-6","-6","-16","-2"
"日本人移動者","海部郡","","-42","-73","-31","-26","-38","-24","-16","-35","-7"
"日本人移動者","板野郡","","-76","-74","-24","-37","-26","-14","-39","-48","-10"
"日本人移動者","美馬郡","","-7","-24","-13","-3","-7","-6","-4","-17","-7"
"日本人移動者","三好郡","","-22","-47","-12","-15","-8","-4","-7","-39","-8"
"日本人移動者","香川県市部","","-338","-943","-259","-159","-493","-157","-179","-450","-102"
"日本人移動者","香川県郡部","","-73","-279","-69","-35","-91","-44","-38","-188","-25"
"日本人移動者","高松市","","-180","-149","29","-116","-68","11","-64","-81","18"
"日本人移動者","丸亀市","","-73","-111","-13","-36","-81","7","-37","-30","-20"
"日本人移動者","坂出市","","-17","-86","6","-5","-32","-18","-12","-54","24"
"日本人移動者","善通寺市","","57","-47","-26","59","-38","-25","-2","-9","-1"
"日本人移動者","観音寺市","","-45","-130","-53","-18","-65","-12","-27","-65","-41"
"日本人移動者","さぬき市","","-23","-126","-80","-15","-77","-39","-8","-49","-41"
"日本人移動者","東かがわ市","","-40","-89","-45","-25","-46","-31","-15","-43","-14"
"日本人移動者","三豊市","","-17","-205","-77","-3","-86","-50","-14","-119","-27"
"日本人移動者","小豆郡","","-29","-90","-21","-21","-30","-5","-8","-60","-16"
"日本人移動者","木田郡","","-26","-29","-55","-12","-18","-32","-14","-11","-23"
"日本人移動者","香川郡","","6","7","5","8","7","-1","-2","0","6"
"日本人移動者","綾歌郡","","-20","-44","68","-7","-10","35","-13","-34","33"
"日本人移動者","仲多度郡","","-4","-123","-66","-3","-40","-41","-1","-83","-25"
"日本人移動者","愛媛県市部","","-975","-2,030","-501","-602","-903","-194","-373","-1,127","-307"
"日本人移動者","愛媛県郡部","","-157","-467","-108","-87","-207","-57","-70","-260","-51"
"日本人移動者","松山市","","-89","-554","-183","-94","-348","-55","5","-206","-128"
"日本人移動者","今治市","","-121","-335","-100","-87","-121","-60","-34","-214","-40"
"日本人移動者","宇和島市","","-186","-169","23","-109","-30","28","-77","-139","-5"
"日本人移動者","八幡浜市","","-84","-80","-15","-51","-27","-4","-33","-53","-11"
"日本人移動者","新居浜市","","-115","-79","0","-65","-5","-9","-50","-74","9"
"日本人移動者","西条市","","-129","-176","-8","-71","-69","-7","-58","-107","-1"
"日本人移動者","大洲市","","-73","-140","-28","-42","-52","-15","-31","-88","-13"
"日本人移動者","伊予市","","-26","-103","-38","-23","-53","-11","-3","-50","-27"
"日本人移動者","四国中央市","","-48","-186","-93","-3","-77","-33","-45","-109","-60"
"日本人移動者","西予市","","-84","-140","2","-50","-66","8","-34","-74","-6"
"日本人移動者","東温市","","-20","-68","-61","-7","-55","-36","-13","-13","-25"
"日本人移動者","越智郡","","26","-48","4","25","-35","2","1","-13","2"
"日本人移動者","上浮穴郡","","-20","-24","6","-18","-3","7","-2","-21","-1"
"日本人移動者","伊予郡","","-35","-163","-62","-22","-86","-30","-13","-77","-32"
"日本人移動者","喜多郡","","-22","-66","-20","-16","-17","-7","-6","-49","-13"
"日本人移動者","西宇和郡","","-13","-37","-1","-8","-6","-5","-5","-31","4"
"日本人移動者","北宇和郡","","-41","-46","-10","-23","-21","-11","-18","-25","1"
"日本人移動者","南宇和郡","","-52","-83","-25","-25","-39","-13","-27","-44","-12"
"日本人移動者","高知県市部","","-313","-1,130","-142","-189","-542","-38","-124","-588","-104"
"日本人移動者","高知県郡部","","-231","-346","-89","-141","-133","-75","-90","-213","-14"
"日本人移動者","高知市","","-75","-516","-124","-84","-251","-60","9","-265","-64"
