"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","額田郡","","-8","15","121","-11","5","79","3","10","42"
"日本人移動者","北設楽郡","","-20","-14","-27","-11","-6","-17","-9","-8","-10"
"日本人移動者","三重県市部","","-728","-1,352","-654","-440","-395","-263","-288","-957","-391"
"日本人移動者","三重県郡部","","-249","-347","-57","-157","-87","-11","-92","-260","-46"
"日本人移動者","津市","","-89","-262","-166","-44","-106","-65","-45","-156","-101"
"日本人移動者","四日市市","","-143","322","48","-106","310","42","-37","12","6"
"日本人移動者","伊勢市","","2","-211","-85","17","-90","-52","-15","-121","-33"
"日本人移動者","松阪市","","-105","-199","-53","-73","-108","-10","-32","-91","-43"
"日本人移動者","桑名市","","-26","-117","-60","-47","-41","-15","21","-76","-45"
"日本人移動者","鈴鹿市","","-74","-104","-30","-36","-12","4","-38","-92","-34"
"日本人移動者","名張市","","-59","-238","-81","-33","-126","-30","-26","-112","-51"
"日本人移動者","尾鷲市","","-16","-33","-33","-11","-7","-20","-5","-26","-13"
"日本人移動者","亀山市","","-23","-56","38","-12","-26","20","-11","-30","18"
"日本人移動者","鳥羽市","","-20","-63","-28","-5","-27","-14","-15","-36","-14"
"日本人移動者","熊野市","","-27","-16","-11","-16","0","-9","-11","-16","-2"
"日本人移動者","いなべ市","","55","-108","-53","56","-62","-44","-1","-46","-9"
"日本人移動者","志摩市","","-99","-152","-47","-68","-63","-18","-31","-89","-29"
"日本人移動者","伊賀市","","-104","-115","-93","-62","-37","-52","-42","-78","-41"
"日本人移動者","桑名郡","","2","-9","-24","3","-2","-12","-1","-7","-12"
"日本人移動者","員弁郡","","-18","-28","20","-15","3","19","-3","-31","1"
"日本人移動者","三重郡","","-25","4","53","-2","42","38","-23","-38","15"
"日本人移動者","多気郡","","-37","-81","-12","-25","-36","-8","-12","-45","-4"
"日本人移動者","度会郡","","-86","-119","-48","-53","-51","-21","-33","-68","-27"
"日本人移動者","北牟婁郡","","-26","-63","-8","-17","-21","-9","-9","-42","1"
"日本人移動者","南牟婁郡","","-59","-51","-38","-48","-22","-18","-11","-29","-20"
"日本人移動者","滋賀県市部","","42","-1,062","-347","68","-535","-128","-26","-527","-219"
"日本人移動者","滋賀県郡部","","25","-29","-105","26","9","-76","-1","-38","-29"
"日本人移動者","大津市","","48","-240","-130","-5","-168","-54","53","-72","-76"
"日本人移動者","彦根市","","34","-65","-28","17","11","-18","17","-76","-10"
"日本人移動者","長浜市","","-35","-198","-144","-17","-96","-80","-18","-102","-64"
"日本人移動者","近江八幡市","","-13","-50","105","-9","-41","56","-4","-9","49"
"日本人移動者","草津市","","155","41","24","133","14","10","22","27","14"
"日本人移動者","守山市","","-39","24","88","-35","32","83","-4","-8","5"
"日本人移動者","栗東市","","-6","64","187","13","33","91","-19","31","96"
"日本人移動者","甲賀市","","-25","-165","-77","-7","-76","-46","-18","-89","-31"
"日本人移動者","野洲市","","-16","8","-26","-11","17","-8","-5","-9","-18"
"日本人移動者","湖南市","","-13","-113","-110","5","-76","-50","-18","-37","-60"
"日本人移動者","高島市","","-7","-151","-83","3","-79","-54","-10","-72","-29"
"日本人移動者","東近江市","","-22","-130","-126","-9","-60","-33","-13","-70","-93"
"日本人移動者","米原市","","-19","-87","-27","-10","-46","-25","-9","-41","-2"
"日本人移動者","蒲生郡","","39","-51","-66","33","-19","-54","6","-32","-12"
"日本人移動者","愛知郡","","-11","35","10","-2","34","1","-9","1","9"
"日本人移動者","犬上郡","","-3","-13","-49","-5","-6","-23","2","-7","-26"
"日本人移動者","京都府市部","","2,038","-1,021","-1,797","1,153","-1,207","-1,064","885","186","-733"
"日本人移動者","京都府郡部","","-93","-339","-116","-57","-180","-45","-36","-159","-71"
"日本人移動者","京都市","","1,884","919","-1,480","980","-129","-762","904","1,048","-718"
"日本人移動者","福知山市","","32","-96","11","37","-49","-27","-5","-47","38"
"日本人移動者","舞鶴市","","98","-374","-99","111","-270","-72","-13","-104","-27"
"日本人移動者","綾部市","","-46","-100","-8","-24","-45","1","-22","-55","-9"
"日本人移動者","宇治市","","93","-254","-264","75","-152","-187","18","-102","-77"
"日本人移動者","宮津市","","-32","-77","-48","-15","-19","-25","-17","-58","-23"
"日本人移動者","亀岡市","","-37","-235","-96","-26","-103","-46","-11","-132","-50"
"日本人移動者","城陽市","","-23","-119","-33","-15","-71","-39","-8","-48","6"
"日本人移動者","向日市","","23","27","244","-3","14","144","26","13","100"
"日本人移動者","長岡京市","","-22","21","71","-11","5","34","-11","16","37"
"日本人移動者","八幡市","","5","-102","-111","-2","-64","-51","7","-38","-60"
"日本人移動者","京田辺市","","103","-118","14","54","-60","-1","49","-58","15"
"日本人移動者","京丹後市","","-80","-280","-26","-33","-129","-24","-47","-151","-2"
"日本人移動者","南丹市","","39","-135","-56","32","-81","-41","7","-54","-15"
"日本人移動者","木津川市","","1","-98","84","-7","-54","32","8","-44","52"
"日本人移動者","乙訓郡","","8","-2","42","3","-5","6","5","3","36"
"日本人移動者","久世郡","","-1","-30","-17","-2","-19","-4","1","-11","-13"
"日本人移動者","綴喜郡","","1","-55","-16","3","-36","-5","-2","-19","-11"
"日本人移動者","相楽郡","","-43","-96","-78","-19","-49","-28","-24","-47","-50"
"日本人移動者","船井郡","","-17","-48","-39","-10","-13","-18","-7","-35","-21"
"日本人移動者","与謝郡","","-41","-108","-8","-32","-58","4","-9","-50","-12"
"日本人移動者","大阪府市部","","2,646","6,537","760","1,218","1,561","193","1,428","4,976","567"
"日本人移動者","大阪府郡部","","72","-419","-283","60","-278","-142","12","-141","-141"
"日本人移動者","大阪市","","1,638","9,623","3,044","614","4,035","1,635","1,024","5,588","1,409"
"日本人移動者","堺市","","19","-139","-105","17","-177","-77","2","38","-28"
"日本人移動者","岸和田市","","-19","-142","-271","-27","-79","-154","8","-63","-117"
"日本人移動者","豊中市","","49","53","359","53","-55","118","-4","108","241"
"日本人移動者","池田市","","71","-3","-6","53","9","-9","18","-12","3"
"日本人移動者","吹田市","","185","341","47","117","75","-87","68","266","134"
"日本人移動者","泉大津市","","-47","35","-48","-25","21","-17","-22","14","-31"
"日本人移動者","高槻市","","25","-54","-83","9","-41","-36","16","-13","-47"
"日本人移動者","貝塚市","","-45","-134","-63","-15","-52","-32","-30","-82","-31"
"日本人移動者","守口市","","40","121","176","12","12","116","28","109","60"
"日本人移動者","枚方市","","153","-526","-221","42","-342","-119","111","-184","-102"
"日本人移動者","茨木市","","121","32","179","62","-59","42","59","91","137"
"日本人移動者","八尾市","","-8","-240","-96","-16","-188","-35","8","-52","-61"
"日本人移動者","泉佐野市","","96","-23","-60","62","-40","-15","34","17","-45"
"日本人移動者","富田林市","","23","-379","-228","16","-204","-108","7","-175","-120"
"日本人移動者","寝屋川市","","35","-154","-144","29","-105","-67","6","-49","-77"
"日本人移動者","河内長野市","","-21","-338","-259","-10","-179","-126","-11","-159","-133"
"日本人移動者","松原市","","37","-148","-71","25","-102","-31","12","-46","-40"
"日本人移動者","大東市","","75","-23","-171","57","-20","-70","18","-3","-101"
"日本人移動者","和泉市","","9","-328","-195","32","-199","-136","-23","-129","-59"
"日本人移動者","箕面市","","101","-109","-203","65","-109","-149","36","0","-54"
"日本人移動者","柏原市","","44","-162","-148","10","-91","-67","34","-71","-81"
"日本人移動者","羽曳野市","","-14","-118","-135","-21","-64","-96","7","-54","-39"
"日本人移動者","門真市","","-6","-77","-108","-5","-30","-38","-1","-47","-70"
"日本人移動者","摂津市","","34","126","74","23","69","29","11","57","45"
"日本人移動者","高石市","","10","-70","26","13","-27","-9","-3","-43","35"
"日本人移動者","藤井寺市","","8","-54","-56","2","-21","-34","6","-33","-22"
"日本人移動者","東大阪市","","97","-58","-172","70","-140","-81","27","82","-91"
"日本人移動者","泉南市","","-8","-74","-114","-5","-57","-59","-3","-17","-55"
"日本人移動者","四條畷市","","3","-24","-62","-7","-38","-32","10","14","-30"
"日本人移動者","交野市","","-11","-165","-34","-10","-86","-26","-1","-79","-8"
"日本人移動者","大阪狭山市","","-8","-125","19","0","-94","7","-8","-31","12"
"日本人移動者","阪南市","","-40","-127","-111","-24","-61","-44","-16","-66","-67"
"日本人移動者","三島郡","","-1","-18","-2","0","-15","3","-1","-3","-5"
"日本人移動者","豊能郡","","-38","-123","-95","-25","-71","-41","-13","-52","-54"
"日本人移動者","泉北郡","","0","-1","-20","-3","-11","-8","3","10","-12"
"日本人移動者","泉南郡","","95","-160","-95","77","-112","-60","18","-48","-35"
"日本人移動者","南河内郡","","16","-117","-71","11","-69","-36","5","-48","-35"
"日本人移動者","兵庫県市部","","124","-3,185","-1,709","-23","-2,270","-951","147","-915","-758"
"日本人移動者","兵庫県郡部","","-247","-812","-285","-141","-374","-165","-106","-438","-120"
"日本人移動者","神戸市","","375","-102","-1,080","153","-495","-491","222","393","-589"
"日本人移動者","姫路市","","-98","-288","-94","-80","-97","-44","-18","-191","-50"
"日本人移動者","尼崎市","","203","573","520","106","263","242","97","310","278"
"日本人移動者","明石市","","-76","110","646","-57","40","342","-19","70","304"
"日本人移動者","西宮市","","196","-10","-117","136","-143","-9","60","133","-108"
"日本人移動者","洲本市","","-47","-95","-14","-16","-38","-3","-31","-57","-11"
"日本人移動者","芦屋市","","8","10","-18","25","-12","-11","-17","22","-7"
"日本人移動者","伊丹市","","104","-62","82","73","-67","-6","31","5","88"
"日本人移動者","相生市","","0","-7","-19","5","-3","-14","-5","-4","-5"
"日本人移動者","豊岡市","","-73","-242","19","-50","-110","12","-23","-132","7"
"日本人移動者","加古川市","","79","-294","-236","93","-154","-143","-14","-140","-93"
"日本人移動者","赤穂市","","-40","-92","-36","-23","-64","-22","-17","-28","-14"
"日本人移動者","西脇市","","-39","-101","-66","-36","-42","-29","-3","-59","-37"
"日本人移動者","宝塚市","","3","-329","-15","-40","-220","-26","43","-109","11"
"日本人移動者","三木市","","-27","-200","-23","-33","-85","-15","6","-115","-8"
"日本人移動者","高砂市","","-1","-84","-202","20","-57","-132","-21","-27","-70"
"日本人移動者","川西市","","-48","-135","-183","-60","-99","-132","12","-36","-51"
"日本人移動者","小野市","","-16","-98","-20","-11","-49","-20","-5","-49","0"
"日本人移動者","三田市","","-19","-375","-284","-5","-212","-171","-14","-163","-113"
"日本人移動者","加西市","","-57","-111","-50","-32","-44","-25","-25","-67","-25"
"日本人移動者","篠山市","","-30","-138","-88","-23","-84","-42","-7","-54","-46"
"日本人移動者","養父市","","-26","-117","-32","-15","-47","-18","-11","-70","-14"
"日本人移動者","丹波市","","-71","-142","-61","-44","-49","-32","-27","-93","-29"
"日本人移動者","南あわじ市","","-24","-195","-42","-9","-112","-26","-15","-83","-16"
"日本人移動者","朝来市","","-31","-145","-46","-17","-68","-14","-14","-77","-32"
"日本人移動者","淡路市","","-15","-103","-57","-15","-45","-28","0","-58","-29"
"日本人移動者","宍粟市","","-73","-137","-57","-38","-64","-25","-35","-73","-32"
"日本人移動者","加東市","","12","-99","-31","10","-44","-9","2","-55","-22"
"日本人移動者","たつの市","","-45","-177","-105","-40","-69","-60","-5","-108","-45"
"日本人移動者","川辺郡","","-32","-116","-50","-20","-71","-35","-12","-45","-15"
"日本人移動者","多可郡","","-33","-73","-45","-19","-33","-10","-14","-40","-35"
"日本人移動者","加古郡","","-25","-143","-22","-9","-57","-30","-16","-86","8"
"日本人移動者","神崎郡","","-27","-136","-84","-21","-61","-32","-6","-75","-52"
"日本人移動者","揖保郡","","-24","-52","51","-12","-21","18","-12","-31","33"
"日本人移動者","赤穂郡","","-30","-50","-52","-21","-33","-30","-9","-17","-22"
"日本人移動者","佐用郡","","-21","-84","-34","-9","-37","-13","-12","-47","-21"
"日本人移動者","美方郡","","-55","-158","-49","-30","-61","-33","-25","-97","-16"
"日本人移動者","奈良県市部","","198","-1,864","-1,088","13","-1,137","-509","185","-727","-579"
"日本人移動者","奈良県郡部","","-85","-506","-306","-67","-276","-162","-18","-230","-144"
"日本人移動者","奈良市","","104","-567","-405","6","-359","-214","98","-208","-191"
"日本人移動者","大和高田市","","-11","-129","-192","-13","-62","-83","2","-67","-109"
"日本人移動者","大和郡山市","","8","-118","-29","4","-45","-8","4","-73","-21"
"日本人移動者","天理市","","346","-342","-222","179","-207","-101","167","-135","-121"
"日本人移動者","橿原市","","-40","-99","-51","-30","-83","-31","-10","-16","-20"
"日本人移動者","桜井市","","-48","-116","-71","-27","-52","-18","-21","-64","-53"
"日本人移動者","五條市","","-28","-114","-94","-12","-55","-41","-16","-59","-53"
"日本人移動者","御所市","","-12","-53","-58","-8","-28","-20","-4","-25","-38"
"日本人移動者","生駒市","","-48","-167","-22","-25","-121","-6","-23","-46","-16"
"日本人移動者","香芝市","","-53","-74","158","-36","-75","78","-17","1","80"
"日本人移動者","葛城市","","-14","-14","2","-13","-16","-9","-1","2","11"
"日本人移動者","宇陀市","","-6","-71","-104","-12","-34","-56","6","-37","-48"
"日本人移動者","山辺郡","","-7","-11","-9","-3","-9","-8","-4","-2","-1"
"日本人移動者","生駒郡","","6","-98","-78","-4","-64","-27","10","-34","-51"
"日本人移動者","磯城郡","","3","-78","-36","3","-34","-27","0","-44","-9"
"日本人移動者","宇陀郡","","-7","-4","-8","-4","4","-3","-3","-8","-5"
"日本人移動者","高市郡","","-11","-29","-25","-6","-22","-7","-5","-7","-18"
"日本人移動者","北葛城郡","","-9","-152","-60","-25","-89","-65","16","-63","5"
"日本人移動者","吉野郡","","-60","-134","-90","-28","-62","-25","-32","-72","-65"
"日本人移動者","和歌山県市部","","-409","-1,182","-380","-234","-585","-194","-175","-597","-186"
"日本人移動者","和歌山県郡部","","-219","-547","-186","-124","-249","-92","-95","-298","-94"
"日本人移動者","和歌山市","","-10","-253","-76","-3","-123","-67","-7","-130","-9"
"日本人移動者","海南市","","-41","-116","-68","-25","-55","-26","-16","-61","-42"
"日本人移動者","橋本市","","-57","-157","-67","-42","-90","-23","-15","-67","-44"
"日本人移動者","有田市","","-28","-76","-42","-19","-35","-32","-9","-41","-10"
"日本人移動者","御坊市","","-6","-48","-26","-3","-20","-21","-3","-28","-5"
"日本人移動者","田辺市","","-141","-155","-25","-84","-49","-5","-57","-106","-20"
"日本人移動者","新宮市","","-52","-105","20","-29","-56","-3","-23","-49","23"
"日本人移動者","紀の川市","","-46","-190","-92","-26","-104","-16","-20","-86","-76"
"日本人移動者","岩出市","","-28","-82","-4","-3","-53","-1","-25","-29","-3"
"日本人移動者","海草郡","","-7","-19","-20","-9","-14","-14","2","-5","-6"
"日本人移動者","伊都郡","","-27","-62","-32","-11","-22","-13","-16","-40","-19"
"日本人移動者","有田郡","","-51","-121","-20","-28","-73","6","-23","-48","-26"
"日本人移動者","日高郡","","-11","-166","-58","13","-69","-32","-24","-97","-26"
"日本人移動者","西牟婁郡","","-40","-46","-21","-35","-27","-17","-5","-19","-4"
"日本人移動者","東牟婁郡","","-83","-133","-35","-54","-44","-22","-29","-89","-13"
"日本人移動者","鳥取県市部","","-132","-709","-16","-50","-301","-26","-82","-408","10"
"日本人移動者","鳥取県郡部","","-205","-358","-118","-102","-167","-68","-103","-191","-50"
"日本人移動者","鳥取市","","67","-382","-40","58","-152","-26","9","-230","-14"
"日本人移動者","米子市","","-109","-130","73","-58","-97","47","-51","-33","26"
"日本人移動者","倉吉市","","-58","-132","-7","-36","-43","-24","-22","-89","17"
"日本人移動者","境港市","","-32","-65","-42","-14","-9","-23","-18","-56","-19"
"日本人移動者","岩美郡","","-10","-28","-3","-9","-15","-2","-1","-13","-1"
"日本人移動者","八頭郡","","-34","-66","-40","-16","-37","-25","-18","-29","-15"
"日本人移動者","東伯郡","","-57","-132","-1","-27","-68","-4","-30","-64","3"
"日本人移動者","西伯郡","","-80","-88","-36","-43","-32","-15","-37","-56","-21"
"日本人移動者","日野郡","","-24","-44","-38","-7","-15","-22","-17","-29","-16"
"日本人移動者","島根県市部","","-433","-1,110","-63","-206","-476","-50","-227","-634","-13"
"日本人移動者","島根県郡部","","-82","-196","2","-38","-69","17","-44","-127","-15"
"日本人移動者","松江市","","32","-327","-26","44","-167","5","-12","-160","-31"
"日本人移動者","浜田市","","-8","-183","-12","6","-88","-3","-14","-95","-9"
"日本人移動者","出雲市","","-152","-193","83","-85","-43","31","-67","-150","52"
"日本人移動者","益田市","","-86","-103","24","-58","-56","5","-28","-47","19"
"日本人移動者","大田市","","-58","-71","-33","-25","-28","-20","-33","-43","-13"
"日本人移動者","安来市","","-47","-56","-53","-36","-2","-44","-11","-54","-9"
"日本人移動者","江津市","","-62","-43","-13","-33","-20","-3","-29","-23","-10"
"日本人移動者","雲南市","","-52","-134","-33","-19","-72","-21","-33","-62","-12"
"日本人移動者","仁多郡","","1","-105","-32","8","-50","-13","-7","-55","-19"
"日本人移動者","飯石郡","","-13","-7","-2","-11","-4","4","-2","-3","-6"
"日本人移動者","邑智郡","","-15","-48","3","-9","-16","4","-6","-32","-1"
"日本人移動者","鹿足郡","","-23","-34","16","-13","-11","12","-10","-23","4"
"日本人移動者","隠岐郡","","-32","-2","17","-13","12","10","-19","-14","7"
"日本人移動者","岡山県市部","","-31","-895","-591","-90","-485","-268","59","-410","-323"
"日本人移動者","岡山県郡部","","-68","-281","-150","-28","-103","-78","-40","-178","-72"
"日本人移動者","岡山市","","194","322","-29","46","69","-48","148","253","19"
"日本人移動者","倉敷市","","-20","51","-34","1","52","36","-21","-1","-70"
"日本人移動者","津山市","","-75","-54","-55","-51","-69","-5","-24","15","-50"
"日本人移動者","玉野市","","-17","-63","-99","-9","-14","-64","-8","-49","-35"
"日本人移動者","笠岡市","","-23","-99","-101","-17","-57","-53","-6","-42","-48"
"日本人移動者","井原市","","-43","-44","-11","-23","-21","-7","-20","-23","-4"
"日本人移動者","総社市","","8","-90","61","10","-55","33","-2","-35","28"
"日本人移動者","高梁市","","106","-281","-45","68","-133","-8","38","-148","-37"
"日本人移動者","新見市","","-7","-75","-35","-18","-22","-20","11","-53","-15"
"日本人移動者","備前市","","-35","-98","-84","-22","-36","-62","-13","-62","-22"
"日本人移動者","瀬戸内市","","-4","-82","-45","-9","-42","-5","5","-40","-40"
"日本人移動者","赤磐市","","-37","-105","-3","-28","-51","-4","-9","-54","1"
"日本人移動者","真庭市","","-25","-165","-58","-16","-56","-36","-9","-109","-22"
"日本人移動者","美作市","","-32","-39","-15","-14","-23","-3","-18","-16","-12"
"日本人移動者","浅口市","","-21","-73","-38","-8","-27","-22","-13","-46","-16"
"日本人移動者","和気郡","","-3","-26","-13","-6","-7","-4","3","-19","-9"
"日本人移動者","都窪郡","","-5","10","26","-4","4","13","-1","6","13"
"日本人移動者","浅口郡","","-3","-27","-25","-2","-7","-10","-1","-20","-15"
"日本人移動者","小田郡","","-18","-41","-27","-7","-20","-13","-11","-21","-14"
"日本人移動者","真庭郡","","0","2","4","0","2","1","0","0","3"
"日本人移動者","苫田郡","","-8","-33","-41","-7","-11","-15","-1","-22","-26"
"日本人移動者","勝田郡","","29","-58","-12","32","-24","-9","-3","-34","-3"
"日本人移動者","英田郡","","1","-3","2","0","-2","2","1","-1","0"
"日本人移動者","久米郡","","-12","-66","-38","-5","-26","-18","-7","-40","-20"
"日本人移動者","加賀郡","","-49","-39","-26","-29","-12","-25","-20","-27","-1"
"日本人移動者","広島県市部","","162","-1,245","-839","282","-550","-478","-120","-695","-361"
"日本人移動者","広島県郡部","","9","-268","183","15","-105","93","-6","-163","90"
"日本人移動者","広島市","","287","651","30","118","300","-37","169","351","67"
"日本人移動者","呉市","","122","-245","-334","145","-116","-193","-23","-129","-141"
"日本人移動者","竹原市","","-17","-88","-39","-6","-39","-8","-11","-49","-31"
"日本人移動者","三原市","","-123","-132","-114","-70","-40","-54","-53","-92","-60"
"日本人移動者","尾道市","","2","-383","-97","6","-176","-76","-4","-207","-21"
"日本人移動者","福山市","","-15","-249","31","80","-93","30","-95","-156","1"
"日本人移動者","府中市","","-42","-69","-50","-25","-25","-29","-17","-44","-21"
"日本人移動者","三次市","","-101","-102","-53","-71","-46","-16","-30","-56","-37"
"日本人移動者","庄原市","","-31","-79","-45","-1","-32","-23","-30","-47","-22"
"日本人移動者","大竹市","","-6","0","-39","3","13","-12","-9","-13","-27"
"日本人移動者","東広島市","","230","-398","-32","204","-218","12","26","-180","-44"
"日本人移動者","廿日市市","","-89","-76","3","-72","-64","-1","-17","-12","4"
"日本人移動者","安芸高田市","","-39","-63","-52","-21","-16","-36","-18","-47","-16"
"日本人移動者","江田島市","","-16","-12","-48","-8","2","-35","-8","-14","-13"
"日本人移動者","安芸郡","","-31","-57","212","-27","11","121","-4","-68","91"
"日本人移動者","山県郡","","-7","-81","-10","-1","-41","-10","-6","-40","0"
"日本人移動者","豊田郡","","73","-70","-1","58","-51","-1","15","-19","0"
"日本人移動者","世羅郡","","-16","-40","-7","-7","-15","-7","-9","-25","0"
"日本人移動者","神石郡","","-10","-20","-11","-8","-9","-10","-2","-11","-1"
"日本人移動者","山口県市部","","-688","-2,330","-426","-309","-987","-241","-379","-1,343","-185"
"日本人移動者","山口県郡部","","-34","-151","-48","-8","-83","-17","-26","-68","-31"
"日本人移動者","下関市","","-134","-408","-159","-61","-223","-62","-73","-185","-97"
"日本人移動者","宇部市","","-17","-348","-110","30","-144","-65","-47","-204","-45"
"日本人移動者","山口市","","-8","-537","96","-26","-232","20","18","-305","76"
"日本人移動者","萩市","","-68","-173","-12","-46","-73","-2","-22","-100","-10"
"日本人移動者","防府市","","7","-148","-89","25","-86","-44","-18","-62","-45"
"日本人移動者","下松市","","-26","36","156","-13","29","62","-13","7","94"
"日本人移動者","岩国市","","-221","-138","-51","-138","-16","-26","-83","-122","-25"
"日本人移動者","光市","","-43","-74","-55","-29","-16","-16","-14","-58","-39"
"日本人移動者","長門市","","-67","-80","0","-26","-36","-5","-41","-44","5"
"日本人移動者","柳井市","","-33","-31","-18","-15","-10","-10","-18","-21","-8"
"日本人移動者","美祢市","","-22","-75","-20","-12","-28","-12","-10","-47","-8"
"日本人移動者","周南市","","-78","-221","-135","-24","-109","-60","-54","-112","-75"
"日本人移動者","山陽小野田市","","22","-133","-29","26","-43","-21","-4","-90","-8"
"日本人移動者","大島郡","","2","-61","-20","1","-40","-9","1","-21","-11"
"日本人移動者","玖珂郡","","24","-23","0","20","-17","-1","4","-6","1"
"日本人移動者","熊毛郡","","-56","-57","-32","-28","-20","-10","-28","-37","-22"
"日本人移動者","阿武郡","","-4","-10","4","-1","-6","3","-3","-4","1"
"日本人移動者","徳島県市部","","-223","-824","-277","-143","-341","-168","-80","-483","-109"
"日本人移動者","徳島県郡部","","-162","-292","-103","-79","-142","-65","-83","-150","-38"
"日本人移動者","徳島市","","25","-150","15","-27","3","-25","52","-153","40"
"日本人移動者","鳴門市","","-19","-135","-102","-13","-87","-67","-6","-48","-35"
"日本人移動者","小松島市","","-28","-53","-84","-11","-14","-50","-17","-39","-34"
"日本人移動者","阿南市","","-27","-116","19","6","-60","17","-33","-56","2"
"日本人移動者","吉野川市","","-38","-97","-64","-25","-53","-24","-13","-44","-40"
"日本人移動者","阿波市","","-39","-91","-44","-22","-42","-12","-17","-49","-32"
"日本人移動者","美馬市","","-49","-75","15","-32","-31","13","-17","-44","2"
"日本人移動者","三好市","","-48","-107","-32","-19","-57","-20","-29","-50","-12"
"日本人移動者","勝浦郡","","-6","-20","-2","2","-11","3","-8","-9","-5"
"日本人移動者","名東郡","","-2","-6","-8","-1","-3","-3","-1","-3","-5"
"日本人移動者","名西郡","","-23","-37","-14","-8","-24","-17","-15","-13","3"
"日本人移動者","那賀郡","","-10","-17","-31","-4","-2","-10","-6","-15","-21"
"日本人移動者","海部郡","","-45","-53","-29","-24","-18","-25","-21","-35","-4"
"日本人移動者","板野郡","","-34","-86","-6","-12","-49","-2","-22","-37","-4"
"日本人移動者","美馬郡","","-13","-39","-5","-13","-16","-10","0","-23","5"
"日本人移動者","三好郡","","-29","-34","-8","-19","-19","-1","-10","-15","-7"
"日本人移動者","香川県市部","","-247","-590","-113","-96","-230","-44","-151","-360","-69"
"日本人移動者","香川県郡部","","-107","-289","-168","-76","-140","-73","-31","-149","-95"
"日本人移動者","高松市","","-142","11","198","-89","82","91","-53","-71","107"
"日本人移動者","丸亀市","","-29","-33","39","-8","-9","46","-21","-24","-7"
"日本人移動者","坂出市","","-52","-67","-42","-30","-16","-20","-22","-51","-22"
"日本人移動者","善通寺市","","76","-49","-57","73","-45","-32","3","-4","-25"
"日本人移動者","観音寺市","","-31","-63","-54","-13","-19","-18","-18","-44","-36"
"日本人移動者","さぬき市","","-9","-142","-110","-3","-79","-64","-6","-63","-46"
"日本人移動者","東かがわ市","","-35","-84","-38","-22","-46","-11","-13","-38","-27"
"日本人移動者","三豊市","","-25","-163","-49","-4","-98","-36","-21","-65","-13"
"日本人移動者","小豆郡","","-41","-95","-37","-27","-52","-19","-14","-43","-18"
"日本人移動者","木田郡","","-12","-48","-5","-9","-34","18","-3","-14","-23"
"日本人移動者","香川郡","","-5","0","-19","-1","0","-9","-4","0","-10"
"日本人移動者","綾歌郡","","-26","-64","-19","-19","-26","-11","-7","-38","-8"
"日本人移動者","仲多度郡","","-23","-82","-88","-20","-28","-52","-3","-54","-36"
"日本人移動者","愛媛県市部","","-990","-1,697","-266","-640","-769","-92","-350","-928","-174"
"日本人移動者","愛媛県郡部","","-171","-412","-67","-87","-178","-40","-84","-234","-27"
"日本人移動者","松山市","","-114","-259","-135","-159","-178","-32","45","-81","-103"
"日本人移動者","今治市","","-172","-297","-32","-109","-111","0","-63","-186","-32"
"日本人移動者","宇和島市","","-169","-237","3","-114","-83","6","-55","-154","-3"
"日本人移動者","八幡浜市","","-103","-100","-6","-56","-42","-3","-47","-58","-3"
"日本人移動者","新居浜市","","-63","-31","-8","-27","-5","-8","-36","-26","0"
"日本人移動者","西条市","","-130","-232","-6","-52","-111","-17","-78","-121","11"
"日本人移動者","大洲市","","-85","-83","-13","-50","-37","-7","-35","-46","-6"
"日本人移動者","伊予市","","-46","-101","-23","-26","-45","-15","-20","-56","-8"
"日本人移動者","四国中央市","","-10","-151","-22","21","-56","-16","-31","-95","-6"
"日本人移動者","西予市","","-87","-147","-9","-51","-62","2","-36","-85","-11"
"日本人移動者","東温市","","-11","-59","-15","-17","-39","-2","6","-20","-13"
"日本人移動者","越智郡","","47","-51","-11","44","-37","-6","3","-14","-5"
"日本人移動者","上浮穴郡","","-18","-19","4","-8","-6","-1","-10","-13","5"
"日本人移動者","伊予郡","","-39","-81","-33","-26","-20","-3","-13","-61","-30"
"日本人移動者","喜多郡","","-31","-74","3","-24","-37","3","-7","-37","0"
"日本人移動者","西宇和郡","","-15","-20","-13","-10","-3","-12","-5","-17","-1"
"日本人移動者","北宇和郡","","-52","-39","-7","-32","-15","-2","-20","-24","-5"
"日本人移動者","南宇和郡","","-63","-128","-10","-31","-60","-19","-32","-68","9"
"日本人移動者","高知県市部","","-322","-1,217","-16","-219","-570","-32","-103","-647","16"
"日本人移動者","高知県郡部","","-265","-340","-169","-162","-104","-93","-103","-236","-76"
"日本人移動者","高知市","","-62","-525","87","-85","-236","30","23","-289","57"
"日本人移動者","室戸市","","-29","-43","-29","-13","-22","-14","-16","-21","-15"
"日本人移動者","安芸市","","-21","-23","-11","-17","-5","-5","-4","-18","-6"
"日本人移動者","南国市","","30","-133","-19","17","-83","-14","13","-50","-5"
"日本人移動者","土佐市","","-41","-74","-22","-25","-26","-21","-16","-48","-1"
"日本人移動者","須崎市","","-100","-42","-23","-66","-19","-8","-34","-23","-15"
"日本人移動者","宿毛市","","-37","-83","-12","-16","-28","-4","-21","-55","-8"
"日本人移動者","土佐清水市","","-28","-44","3","-12","-22","3","-16","-22","0"
