"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"","","/性別","総数","総数","総数","男","男","男","女","女","女"
"国籍","全国・都道府県・市区町村2018～","/年齢","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳"
"日本人移動者","仲多度郡","","-30","-69","-83","-19","-29","-47","-11","-40","-36"
"日本人移動者","愛媛県市部","","-1,033","-2,000","-546","-604","-854","-295","-429","-1,146","-251"
"日本人移動者","愛媛県郡部","","-183","-316","-13","-100","-159","-8","-83","-157","-5"
"日本人移動者","松山市","","-103","-507","-159","-79","-288","-81","-24","-219","-78"
"日本人移動者","今治市","","-153","-240","-29","-85","-82","-25","-68","-158","-4"
"日本人移動者","宇和島市","","-164","-242","-56","-120","-70","-25","-44","-172","-31"
"日本人移動者","八幡浜市","","-76","-107","-17","-36","-48","-4","-40","-59","-13"
"日本人移動者","新居浜市","","-100","-178","-27","-57","-41","-21","-43","-137","-6"
"日本人移動者","西条市","","-126","-165","-61","-62","-51","-58","-64","-114","-3"
"日本人移動者","大洲市","","-92","-143","-53","-58","-70","-35","-34","-73","-18"
"日本人移動者","伊予市","","-39","-108","-20","-19","-52","-9","-20","-56","-11"
"日本人移動者","四国中央市","","-66","-166","-65","-22","-91","-9","-44","-75","-56"
"日本人移動者","西予市","","-94","-129","-42","-49","-48","-28","-45","-81","-14"
"日本人移動者","東温市","","-20","-15","-17","-17","-13","0","-3","-2","-17"
"日本人移動者","越智郡","","18","-28","4","21","-16","0","-3","-12","4"
"日本人移動者","上浮穴郡","","-14","-14","5","-5","-7","8","-9","-7","-3"
"日本人移動者","伊予郡","","-39","-55","-30","-37","-35","-22","-2","-20","-8"
"日本人移動者","喜多郡","","-24","-39","3","-13","-15","-1","-11","-24","4"
"日本人移動者","西宇和郡","","-17","-34","-9","-15","-16","-8","-2","-18","-1"
"日本人移動者","北宇和郡","","-48","-50","1","-24","-16","3","-24","-34","-2"
"日本人移動者","南宇和郡","","-59","-96","13","-27","-54","12","-32","-42","1"
"日本人移動者","高知県市部","","-385","-1,046","-88","-255","-459","-66","-130","-587","-22"
"日本人移動者","高知県郡部","","-214","-338","-72","-132","-129","-29","-82","-209","-43"
"日本人移動者","高知市","","-58","-414","-39","-80","-176","-40","22","-238","1"
"日本人移動者","室戸市","","-38","-43","-15","-21","-14","-8","-17","-29","-7"
"日本人移動者","安芸市","","-33","-36","-11","-20","-17","0","-13","-19","-11"
"日本人移動者","南国市","","40","-156","-9","34","-87","-17","6","-69","8"
"日本人移動者","土佐市","","-38","-46","-16","-35","-27","0","-3","-19","-16"
"日本人移動者","須崎市","","-132","-43","-12","-85","-16","-6","-47","-27","-6"
"日本人移動者","宿毛市","","-52","-71","20","-28","-21","13","-24","-50","7"
"日本人移動者","土佐清水市","","-34","-34","-8","-20","-17","-2","-14","-17","-6"
"日本人移動者","四万十市","","-99","-73","-4","-54","-23","-4","-45","-50","0"
"日本人移動者","香南市","","24","-75","1","28","-35","-9","-4","-40","10"
"日本人移動者","香美市","","35","-55","5","26","-26","7","9","-29","-2"
"日本人移動者","安芸郡","","-13","-44","-5","-14","-24","10","1","-20","-15"
"日本人移動者","長岡郡","","-7","-10","-1","0","-9","1","-7","-1","-2"
"日本人移動者","土佐郡","","-9","-7","7","-5","-4","13","-4","-3","-6"
"日本人移動者","吾川郡","","-36","-81","-44","-16","-30","-33","-20","-51","-11"
"日本人移動者","高岡郡","","-106","-155","-27","-64","-51","-17","-42","-104","-10"
"日本人移動者","幡多郡","","-43","-41","-2","-33","-11","-3","-10","-30","1"
"日本人移動者","福岡県市部","","1,861","644","-292","689","-172","59","1,172","816","-351"
"日本人移動者","福岡県郡部","","-203","-783","65","-83","-359","34","-120","-424","31"
"日本人移動者","北九州市","","447","-720","-319","259","-381","-128","188","-339","-191"
"日本人移動者","福岡市","","1,870","4,514","734","803","1,689","386","1,067","2,825","348"
"日本人移動者","大牟田市","","-49","-210","-74","-28","-81","-24","-21","-129","-50"
"日本人移動者","久留米市","","-2","-207","-86","21","-79","-73","-23","-128","-13"
"日本人移動者","直方市","","-29","-6","-68","-15","8","-40","-14","-14","-28"
"日本人移動者","飯塚市","","58","-130","-155","45","-118","-68","13","-12","-87"
"日本人移動者","田川市","","3","-124","-83","-12","-43","-41","15","-81","-42"
"日本人移動者","柳川市","","-62","-176","-128","-68","-55","-61","6","-121","-67"
"日本人移動者","八女市","","-75","-185","-55","-52","-74","-11","-23","-111","-44"
"日本人移動者","筑後市","","-48","-15","36","-38","-4","33","-10","-11","3"
"日本人移動者","大川市","","6","-96","-56","3","-55","-17","3","-41","-39"
"日本人移動者","行橋市","","-15","-58","44","0","-25","37","-15","-33","7"
"日本人移動者","豊前市","","-8","-98","-35","0","-43","-18","-8","-55","-17"
"日本人移動者","中間市","","-30","-74","17","-24","-38","24","-6","-36","-7"
"日本人移動者","小郡市","","-9","-214","-31","-9","-113","-3","0","-101","-28"
"日本人移動者","筑紫野市","","-10","-132","124","-23","-67","36","13","-65","88"
"日本人移動者","春日市","","-48","-222","-121","-38","-153","-44","-10","-69","-77"
"日本人移動者","大野城市","","-22","-56","6","-26","-32","10","4","-24","-4"
"日本人移動者","宗像市","","58","-227","11","8","-47","65","50","-180","-54"
"日本人移動者","太宰府市","","41","-83","-33","2","-45","-8","39","-38","-25"
"日本人移動者","古賀市","","73","-32","-4","35","-12","9","38","-20","-13"
"日本人移動者","福津市","","-2","-26","248","-9","-18","103","7","-8","145"
"日本人移動者","うきは市","","-39","-103","-54","-29","-33","-20","-10","-70","-34"
"日本人移動者","宮若市","","-16","-91","-12","-3","-67","-2","-13","-24","-10"
"日本人移動者","嘉麻市","","-51","-112","-86","-21","-55","-48","-30","-57","-38"
"日本人移動者","朝倉市","","-81","-107","-79","-42","-46","-33","-39","-61","-46"
"日本人移動者","みやま市","","-52","-97","-24","-48","-55","-21","-4","-42","-3"
"日本人移動者","糸島市","","10","-191","2","25","-81","13","-15","-110","-11"
"日本人移動者","那珂川市","","-57","-78","-11","-27","-49","3","-30","-29","-14"
"日本人移動者","糟屋郡","","-97","-6","369","-72","-7","165","-25","1","204"
"日本人移動者","遠賀郡","","-33","-200","-74","-14","-98","-28","-19","-102","-46"
"日本人移動者","鞍手郡","","-8","-74","-12","-5","-37","1","-3","-37","-13"
"日本人移動者","嘉穂郡","","4","-13","-24","-1","-4","-4","5","-9","-20"
"日本人移動者","朝倉郡","","-12","-79","-32","-3","-28","-20","-9","-51","-12"
"日本人移動者","三井郡","","-17","-10","20","-13","-6","18","-4","-4","2"
"日本人移動者","三潴郡","","-14","-35","3","-9","-13","-5","-5","-22","8"
"日本人移動者","八女郡","","-1","-49","-54","1","-33","-31","-2","-16","-23"
"日本人移動者","田川郡","","-52","-211","-88","-32","-116","-40","-20","-95","-48"
"日本人移動者","京都郡","","44","-12","-7","61","21","18","-17","-33","-25"
"日本人移動者","築上郡","","-17","-94","-36","4","-38","-40","-21","-56","4"
"日本人移動者","佐賀県市部","","-796","-1,045","-236","-549","-502","-68","-247","-543","-168"
"日本人移動者","佐賀県郡部","","-141","-340","-47","-81","-130","-32","-60","-210","-15"
"日本人移動者","佐賀市","","-84","-304","-143","-92","-191","-31","8","-113","-112"
"日本人移動者","唐津市","","-256","-243","-71","-167","-85","-55","-89","-158","-16"
"日本人移動者","鳥栖市","","-25","-27","57","-28","-19","26","3","-8","31"
"日本人移動者","多久市","","-43","-63","-21","-26","-18","-11","-17","-45","-10"
"日本人移動者","伊万里市","","-101","-103","-4","-53","-47","7","-48","-56","-11"
"日本人移動者","武雄市","","-98","-47","29","-69","-23","21","-29","-24","8"
"日本人移動者","鹿島市","","-50","-92","-54","-33","-34","-35","-17","-58","-19"
"日本人移動者","小城市","","-55","-57","38","-33","-28","36","-22","-29","2"
"日本人移動者","嬉野市","","-63","-59","-70","-41","-47","-28","-22","-12","-42"
"日本人移動者","神埼市","","-21","-50","3","-7","-10","2","-14","-40","1"
"日本人移動者","神埼郡","","27","-56","10","22","-35","-2","5","-21","12"
"日本人移動者","三養基郡","","-33","-93","13","-28","-33","4","-5","-60","9"
"日本人移動者","東松浦郡","","6","0","-26","12","10","-16","-6","-10","-10"
"日本人移動者","西松浦郡","","-66","-48","-11","-45","-11","-3","-21","-37","-8"
"日本人移動者","杵島郡","","-59","-112","-33","-32","-46","-18","-27","-66","-15"
"日本人移動者","藤津郡","","-16","-31","0","-10","-15","3","-6","-16","-3"
"日本人移動者","長崎県市部","","-1,892","-2,176","-373","-1,041","-827","-239","-851","-1,349","-134"
"日本人移動者","長崎県郡部","","-394","-403","-6","-281","-161","24","-113","-242","-30"
"日本人移動者","長崎市","","-451","-629","-429","-289","-275","-269","-162","-354","-160"
"日本人移動者","佐世保市","","-151","-428","59","-53","-149","30","-98","-279","29"
"日本人移動者","島原市","","-150","-63","-22","-88","-17","8","-62","-46","-30"
"日本人移動者","諫早市","","-288","-324","-55","-154","-126","-35","-134","-198","-20"
"日本人移動者","大村市","","-106","-43","72","-50","-24","49","-56","-19","23"
"日本人移動者","平戸市","","-86","-90","-19","-40","-16","-11","-46","-74","-8"
"日本人移動者","松浦市","","-53","-61","-6","-30","-10","-2","-23","-51","-4"
"日本人移動者","対馬市","","-82","-19","31","-52","5","0","-30","-24","31"
"日本人移動者","壱岐市","","-68","-76","5","-36","-29","6","-32","-47","-1"
"日本人移動者","五島市","","-89","-98","34","-47","-35","6","-42","-63","28"
"日本人移動者","西海市","","-61","-59","-27","-23","-30","-15","-38","-29","-12"
"日本人移動者","雲仙市","","-157","-133","2","-97","-49","0","-60","-84","2"
"日本人移動者","南島原市","","-150","-153","-18","-82","-72","-6","-68","-81","-12"
"日本人移動者","西彼杵郡","","-140","-266","-25","-124","-126","2","-16","-140","-27"
"日本人移動者","東彼杵郡","","-110","-89","-15","-58","-38","-2","-52","-51","-13"
"日本人移動者","北松浦郡","","-46","-16","22","-35","3","18","-11","-19","4"
"日本人移動者","南松浦郡","","-98","-32","12","-64","0","6","-34","-32","6"
"日本人移動者","熊本県市部","","-1,159","-2,052","-301","-733","-932","-80","-426","-1,120","-221"
"日本人移動者","熊本県郡部","","-602","-524","-43","-364","-148","-50","-238","-376","7"
"日本人移動者","熊本市","","34","-535","-128","23","-342","11","11","-193","-139"
"日本人移動者","八代市","","-202","-243","-84","-118","-74","-65","-84","-169","-19"
"日本人移動者","人吉市","","-121","-59","34","-69","-10","20","-52","-49","14"
"日本人移動者","荒尾市","","-105","-116","-21","-65","-52","-6","-40","-64","-15"
"日本人移動者","水俣市","","-66","-51","-6","-41","-30","10","-25","-21","-16"
"日本人移動者","玉名市","","-55","-118","-41","-49","-32","-28","-6","-86","-13"
"日本人移動者","山鹿市","","-97","-152","-48","-65","-69","-23","-32","-83","-25"
"日本人移動者","菊池市","","-59","-123","-23","-45","-55","-8","-14","-68","-15"
"日本人移動者","宇土市","","-25","-74","9","-24","-25","10","-1","-49","-1"
"日本人移動者","上天草市","","-52","-76","-28","-36","-26","-8","-16","-50","-20"
"日本人移動者","宇城市","","-71","-134","-36","-45","-56","-19","-26","-78","-17"
"日本人移動者","阿蘇市","","-62","-49","-15","-26","-8","-3","-36","-41","-12"
"日本人移動者","天草市","","-229","-248","-12","-144","-106","-20","-85","-142","8"
"日本人移動者","合志市","","-49","-74","98","-29","-47","49","-20","-27","49"
"日本人移動者","下益城郡","","-15","-35","-31","-10","-17","-20","-5","-18","-11"
"日本人移動者","玉名郡","","-42","-96","-30","-22","-34","-13","-20","-62","-17"
"日本人移動者","菊池郡","","-23","127","175","-17","112","76","-6","15","99"
"日本人移動者","阿蘇郡","","-93","-121","-68","-69","-39","-14","-24","-82","-54"
"日本人移動者","上益城郡","","-114","-144","-10","-66","-89","-33","-48","-55","23"
"日本人移動者","八代郡","","-30","-27","-20","-17","-8","-15","-13","-19","-5"
"日本人移動者","葦北郡","","-47","-65","-9","-30","-16","-9","-17","-49","0"
"日本人移動者","球磨郡","","-223","-140","-53","-130","-44","-21","-93","-96","-32"
"日本人移動者","天草郡","","-15","-23","3","-3","-13","-1","-12","-10","4"
"日本人移動者","大分県市部","","-608","-1,702","-437","-330","-775","-216","-278","-927","-221"
"日本人移動者","大分県郡部","","-78","-179","-31","-45","-87","-19","-33","-92","-12"
"日本人移動者","大分市","","-158","-247","51","-46","-76","-34","-112","-171","85"
"日本人移動者","別府市","","149","-279","-100","67","-172","-44","82","-107","-56"
"日本人移動者","中津市","","-89","-102","3","-37","-46","25","-52","-56","-22"
"日本人移動者","日田市","","-121","-156","-61","-88","-79","-15","-33","-77","-46"
"日本人移動者","佐伯市","","-114","-187","-42","-58","-73","-9","-56","-114","-33"
"日本人移動者","臼杵市","","-65","-84","-29","-44","-33","-1","-21","-51","-28"
"日本人移動者","津久見市","","-27","-46","-41","-9","-22","-14","-18","-24","-27"
"日本人移動者","竹田市","","-48","-52","-41","-33","-28","-18","-15","-24","-23"
"日本人移動者","豊後高田市","","-24","-54","-8","-16","-22","-4","-8","-32","-4"
"日本人移動者","杵築市","","-36","-48","-26","-27","-9","-18","-9","-39","-8"
"日本人移動者","宇佐市","","-32","-160","-49","-15","-82","-22","-17","-78","-27"
"日本人移動者","豊後大野市","","-6","-159","-24","12","-68","-8","-18","-91","-16"
"日本人移動者","由布市","","-28","-48","9","-25","-43","0","-3","-5","9"
"日本人移動者","国東市","","-9","-80","-79","-11","-22","-54","2","-58","-25"
"日本人移動者","東国東郡","","-4","-16","-6","-2","-8","-3","-2","-8","-3"
"日本人移動者","速見郡","","-29","-38","15","-24","-17","17","-5","-21","-2"
"日本人移動者","玖珠郡","","-45","-125","-40","-19","-62","-33","-26","-63","-7"
"日本人移動者","宮崎県市部","","-1,437","-1,350","-165","-840","-547","-93","-597","-803","-72"
"日本人移動者","宮崎県郡部","","-444","-403","-91","-248","-176","-19","-196","-227","-72"
"日本人移動者","宮崎市","","-405","-386","-78","-297","-152","-44","-108","-234","-34"
"日本人移動者","都城市","","-276","-244","-2","-145","-132","8","-131","-112","-10"
"日本人移動者","延岡市","","-270","-250","-66","-146","-79","-39","-124","-171","-27"
"日本人移動者","日南市","","-87","-115","4","-49","-30","2","-38","-85","2"
"日本人移動者","小林市","","-95","-82","11","-38","-37","11","-57","-45","0"
"日本人移動者","日向市","","-148","-81","-4","-80","-31","2","-68","-50","-6"
"日本人移動者","串間市","","-46","-56","-8","-31","-24","-2","-15","-32","-6"
"日本人移動者","西都市","","-80","-100","6","-45","-44","-9","-35","-56","15"
"日本人移動者","えびの市","","-30","-36","-28","-9","-18","-22","-21","-18","-6"
"日本人移動者","北諸県郡","","-51","-79","-7","-41","-32","-1","-10","-47","-6"
"日本人移動者","西諸県郡","","-20","-29","-10","-15","-13","-4","-5","-16","-6"
"日本人移動者","東諸県郡","","-65","-79","-27","-37","-28","-10","-28","-51","-17"
"日本人移動者","児湯郡","","-124","-106","-62","-54","-48","-12","-70","-58","-50"
"日本人移動者","東臼杵郡","","-77","-86","-1","-42","-47","4","-35","-39","-5"
"日本人移動者","西臼杵郡","","-107","-24","16","-59","-8","4","-48","-16","12"
"日本人移動者","鹿児島県市部","","-2,137","-1,853","-193","-1,269","-808","-73","-868","-1,045","-120"
"日本人移動者","鹿児島県郡部","","-810","-203","-3","-455","-37","-29","-355","-166","26"
"日本人移動者","鹿児島市","","-400","-407","-141","-364","-274","-62","-36","-133","-79"
"日本人移動者","鹿屋市","","-206","-30","-20","-62","-15","-29","-144","-15","9"
"日本人移動者","枕崎市","","-77","-46","-31","-36","-26","-22","-41","-20","-9"
"日本人移動者","阿久根市","","-50","-54","-29","-20","-25","-19","-30","-29","-10"
"日本人移動者","出水市","","-129","-97","8","-73","-31","23","-56","-66","-15"
"日本人移動者","指宿市","","-126","-74","-39","-76","-23","-14","-50","-51","-25"
"日本人移動者","西之表市","","-72","36","6","-41","32","-1","-31","4","7"
"日本人移動者","垂水市","","-38","-33","-9","-21","-8","-3","-17","-25","-6"
"日本人移動者","薩摩川内市","","-153","-99","54","-42","-14","17","-111","-85","37"
"日本人移動者","日置市","","-50","-239","-37","-43","-138","-13","-7","-101","-24"
"日本人移動者","曽於市","","-92","-129","-38","-41","-47","-15","-51","-82","-23"
"日本人移動者","霧島市","","-15","-241","17","18","-87","32","-33","-154","-15"
"日本人移動者","いちき串木野市","","-56","-65","-26","-35","-42","-7","-21","-23","-19"
"日本人移動者","南さつま市","","-1","-178","1","-40","-36","-7","39","-142","8"
"日本人移動者","志布志市","","-107","-37","-7","-64","-25","0","-43","-12","-7"
"日本人移動者","奄美市","","-263","-40","49","-139","-9","27","-124","-31","22"
"日本人移動者","南九州市","","-93","-37","12","-48","-9","10","-45","-28","2"
"日本人移動者","伊佐市","","-71","-14","-1","-29","5","-7","-42","-19","6"
"日本人移動者","姶良市","","-138","-69","38","-113","-36","17","-25","-33","21"
"日本人移動者","鹿児島郡","","-13","-2","-5","-8","1","-5","-5","-3","0"
"日本人移動者","薩摩郡","","-69","-42","-37","-38","-22","-28","-31","-20","-9"
"日本人移動者","出水郡","","-25","-34","15","-9","-12","10","-16","-22","5"
"日本人移動者","姶良郡","","-39","-21","-16","-28","-9","-6","-11","-12","-10"
"日本人移動者","曽於郡","","-33","-26","-23","-21","-6","-10","-12","-20","-13"
"日本人移動者","肝属郡","","-165","-59","-5","-108","-18","-11","-57","-41","6"
"日本人移動者","熊毛郡","","-131","14","24","-74","24","14","-57","-10","10"
"日本人移動者","大島郡","","-335","-33","44","-169","5","7","-166","-38","37"
"日本人移動者","沖縄県市部","","-1,218","-878","478","-619","-417","186","-599","-461","292"
"日本人移動者","沖縄県郡部","","-253","-397","35","-141","-274","10","-112","-123","25"
"日本人移動者","那覇市","","-293","-305","-164","-189","-144","-92","-104","-161","-72"
"日本人移動者","宜野湾市","","-3","-124","-22","10","-104","-24","-13","-20","2"
"日本人移動者","石垣市","","-194","97","199","-109","79","103","-85","18","96"
"日本人移動者","浦添市","","-107","-47","60","-61","-35","9","-46","-12","51"
"日本人移動者","名護市","","58","-281","64","36","-158","45","22","-123","19"
"日本人移動者","糸満市","","-72","-55","29","-25","-36","8","-47","-19","21"
"日本人移動者","沖縄市","","-147","-72","58","-66","-30","46","-81","-42","12"
"日本人移動者","豊見城市","","-115","11","83","-69","8","43","-46","3","40"
"日本人移動者","うるま市","","-90","-99","58","-22","-25","-14","-68","-74","72"
"日本人移動者","宮古島市","","-197","46","139","-93","46","81","-104","0","58"
"日本人移動者","南城市","","-58","-49","-26","-31","-18","-19","-27","-31","-7"
"日本人移動者","国頭郡","","-52","-118","-61","-32","-69","-42","-20","-49","-19"
"日本人移動者","中頭郡","","-4","-322","-63","-2","-207","-64","-2","-115","1"
"日本人移動者","島尻郡","","-172","11","151","-97","-13","102","-75","24","49"
"日本人移動者","宮古郡","","1","-1","-2","-1","1","-1","2","-2","-1"
"日本人移動者","八重山郡","","-26","33","10","-9","14","15","-17","19","-5"
