year,place,total_15_19,total_20_24,total_25_29,m_15_19,m_20_24,m_25_29,f_15_19,f_20_24,f_25_29,city_county
2018,世羅郡,-16.0,-37.0,-13.0,-9.0,-17.0,-8.0,-7.0,-20.0,-5.0,county
2018,神石郡,-16.0,-23.0,-5.0,-9.0,-7.0,-4.0,-7.0,-16.0,-1.0,county
2018,下関市,-126.0,-499.0,-236.0,-68.0,-252.0,-99.0,-58.0,-247.0,-137.0,city
2018,宇部市,-67.0,-220.0,-73.0,-36.0,-104.0,-49.0,-31.0,-116.0,-24.0,city
2018,山口市,-11.0,-404.0,-77.0,-44.0,-191.0,-20.0,33.0,-213.0,-57.0,city
2018,萩市,-84.0,-142.0,-33.0,-47.0,-42.0,-25.0,-37.0,-100.0,-8.0,city
2018,防府市,13.0,-42.0,-28.0,37.0,15.0,-35.0,-24.0,-57.0,7.0,city
2018,下松市,-27.0,-9.0,76.0,4.0,-4.0,42.0,-31.0,-5.0,34.0,city
2018,岩国市,-169.0,-169.0,-28.0,-109.0,-61.0,1.0,-60.0,-108.0,-29.0,city
2018,光市,-56.0,-121.0,-23.0,-26.0,-46.0,-19.0,-30.0,-75.0,-4.0,city
2018,長門市,-78.0,-82.0,-22.0,-40.0,-43.0,-8.0,-38.0,-39.0,-14.0,city
2018,柳井市,-24.0,-111.0,-11.0,-10.0,-45.0,-3.0,-14.0,-66.0,-8.0,city
2018,美祢市,-28.0,-112.0,-33.0,-16.0,-52.0,-20.0,-12.0,-60.0,-13.0,city
2018,周南市,-91.0,-222.0,-22.0,-13.0,-80.0,-17.0,-78.0,-142.0,-5.0,city
2018,山陽小野田市,17.0,-117.0,-16.0,20.0,-42.0,-12.0,-3.0,-75.0,-4.0,city
2018,大島郡,30.0,-90.0,-2.0,14.0,-48.0,0.0,16.0,-42.0,-2.0,county
2018,玖珂郡,28.0,-6.0,-8.0,31.0,-3.0,-2.0,-3.0,-3.0,-6.0,county
2018,熊毛郡,-57.0,-51.0,-20.0,-38.0,-21.0,-1.0,-19.0,-30.0,-19.0,county
2018,阿武郡,-3.0,-5.0,3.0,0.0,1.0,-1.0,-3.0,-6.0,4.0,county
2018,徳島市,-61.0,-304.0,19.0,-69.0,-88.0,-43.0,8.0,-216.0,62.0,city
2018,鳴門市,-4.0,-119.0,-128.0,-6.0,-53.0,-61.0,2.0,-66.0,-67.0,city
2018,小松島市,-18.0,-78.0,-37.0,-6.0,-58.0,-20.0,-12.0,-20.0,-17.0,city
2018,阿南市,-23.0,-161.0,-73.0,9.0,-67.0,-38.0,-32.0,-94.0,-35.0,city
2018,吉野川市,-28.0,-86.0,-39.0,-12.0,-25.0,-18.0,-16.0,-61.0,-21.0,city
2018,阿波市,-56.0,-94.0,-68.0,-34.0,-53.0,-33.0,-22.0,-41.0,-35.0,city
2018,美馬市,-29.0,-76.0,-23.0,-15.0,-30.0,-5.0,-14.0,-46.0,-18.0,city
2018,三好市,-52.0,-72.0,-42.0,-37.0,-16.0,-21.0,-15.0,-56.0,-21.0,city
2018,勝浦郡,-9.0,-21.0,-8.0,-8.0,-8.0,-2.0,-1.0,-13.0,-6.0,county
2018,名東郡,-1.0,-5.0,-11.0,-1.0,-2.0,-6.0,0.0,-3.0,-5.0,county
2018,名西郡,-20.0,-50.0,8.0,-15.0,-8.0,7.0,-5.0,-42.0,1.0,county
2018,那賀郡,14.0,-24.0,-10.0,10.0,-8.0,-3.0,4.0,-16.0,-7.0,county
2018,海部郡,-38.0,-53.0,-26.0,-17.0,-17.0,-14.0,-21.0,-36.0,-12.0,county
2018,板野郡,-12.0,-109.0,51.0,-5.0,-38.0,24.0,-7.0,-71.0,27.0,county
2018,美馬郡,-24.0,-24.0,-12.0,-17.0,-9.0,-1.0,-7.0,-15.0,-11.0,county
2018,三好郡,-16.0,-45.0,-11.0,-12.0,-17.0,-8.0,-4.0,-28.0,-3.0,county
2018,高松市,-144.0,-53.0,-97.0,-81.0,-18.0,-45.0,-63.0,-35.0,-52.0,city
2018,丸亀市,-32.0,-86.0,15.0,-8.0,-43.0,-11.0,-24.0,-43.0,26.0,city
2018,坂出市,-10.0,-83.0,-36.0,-7.0,-52.0,-6.0,-3.0,-31.0,-30.0,city
2018,善通寺市,81.0,-11.0,64.0,79.0,2.0,56.0,2.0,-13.0,8.0,city
2018,観音寺市,-34.0,-125.0,-33.0,-19.0,-32.0,-27.0,-15.0,-93.0,-6.0,city
2018,さぬき市,-35.0,-132.0,-70.0,-20.0,-57.0,-49.0,-15.0,-75.0,-21.0,city
2018,東かがわ市,-22.0,-87.0,-52.0,-10.0,-49.0,-29.0,-12.0,-38.0,-23.0,city
2018,三豊市,-55.0,-174.0,-82.0,-29.0,-77.0,-25.0,-26.0,-97.0,-57.0,city
2018,小豆郡,-32.0,-48.0,1.0,-19.0,-23.0,-8.0,-13.0,-25.0,9.0,county
2018,木田郡,-31.0,-63.0,11.0,-23.0,-20.0,-7.0,-8.0,-43.0,18.0,county
2018,香川郡,5.0,23.0,-12.0,5.0,15.0,-14.0,0.0,8.0,2.0,county
2018,綾歌郡,-34.0,-93.0,19.0,-24.0,-24.0,14.0,-10.0,-69.0,5.0,county
2018,仲多度郡,-30.0,-69.0,-83.0,-19.0,-29.0,-47.0,-11.0,-40.0,-36.0,county
2018,松山市,-103.0,-507.0,-159.0,-79.0,-288.0,-81.0,-24.0,-219.0,-78.0,city
2018,今治市,-153.0,-240.0,-29.0,-85.0,-82.0,-25.0,-68.0,-158.0,-4.0,city
2018,宇和島市,-164.0,-242.0,-56.0,-120.0,-70.0,-25.0,-44.0,-172.0,-31.0,city
2018,八幡浜市,-76.0,-107.0,-17.0,-36.0,-48.0,-4.0,-40.0,-59.0,-13.0,city
2018,新居浜市,-100.0,-178.0,-27.0,-57.0,-41.0,-21.0,-43.0,-137.0,-6.0,city
2018,西条市,-126.0,-165.0,-61.0,-62.0,-51.0,-58.0,-64.0,-114.0,-3.0,city
2018,大洲市,-92.0,-143.0,-53.0,-58.0,-70.0,-35.0,-34.0,-73.0,-18.0,city
2018,伊予市,-39.0,-108.0,-20.0,-19.0,-52.0,-9.0,-20.0,-56.0,-11.0,city
2018,四国中央市,-66.0,-166.0,-65.0,-22.0,-91.0,-9.0,-44.0,-75.0,-56.0,city
2018,西予市,-94.0,-129.0,-42.0,-49.0,-48.0,-28.0,-45.0,-81.0,-14.0,city
2018,東温市,-20.0,-15.0,-17.0,-17.0,-13.0,0.0,-3.0,-2.0,-17.0,city
2018,越智郡,18.0,-28.0,4.0,21.0,-16.0,0.0,-3.0,-12.0,4.0,county
2018,上浮穴郡,-14.0,-14.0,5.0,-5.0,-7.0,8.0,-9.0,-7.0,-3.0,county
2018,伊予郡,-39.0,-55.0,-30.0,-37.0,-35.0,-22.0,-2.0,-20.0,-8.0,county
2018,喜多郡,-24.0,-39.0,3.0,-13.0,-15.0,-1.0,-11.0,-24.0,4.0,county
2018,西宇和郡,-17.0,-34.0,-9.0,-15.0,-16.0,-8.0,-2.0,-18.0,-1.0,county
2018,北宇和郡,-48.0,-50.0,1.0,-24.0,-16.0,3.0,-24.0,-34.0,-2.0,county
2018,南宇和郡,-59.0,-96.0,13.0,-27.0,-54.0,12.0,-32.0,-42.0,1.0,county
2018,高知市,-58.0,-414.0,-39.0,-80.0,-176.0,-40.0,22.0,-238.0,1.0,city
2018,室戸市,-38.0,-43.0,-15.0,-21.0,-14.0,-8.0,-17.0,-29.0,-7.0,city
2018,安芸市,-33.0,-36.0,-11.0,-20.0,-17.0,0.0,-13.0,-19.0,-11.0,city
2018,南国市,40.0,-156.0,-9.0,34.0,-87.0,-17.0,6.0,-69.0,8.0,city
2018,土佐市,-38.0,-46.0,-16.0,-35.0,-27.0,0.0,-3.0,-19.0,-16.0,city
2018,須崎市,-132.0,-43.0,-12.0,-85.0,-16.0,-6.0,-47.0,-27.0,-6.0,city
2018,宿毛市,-52.0,-71.0,20.0,-28.0,-21.0,13.0,-24.0,-50.0,7.0,city
2018,土佐清水市,-34.0,-34.0,-8.0,-20.0,-17.0,-2.0,-14.0,-17.0,-6.0,city
2018,四万十市,-99.0,-73.0,-4.0,-54.0,-23.0,-4.0,-45.0,-50.0,0.0,city
2018,香南市,24.0,-75.0,1.0,28.0,-35.0,-9.0,-4.0,-40.0,10.0,city
2018,香美市,35.0,-55.0,5.0,26.0,-26.0,7.0,9.0,-29.0,-2.0,city
2018,安芸郡,-13.0,-44.0,-5.0,-14.0,-24.0,10.0,1.0,-20.0,-15.0,county
2018,長岡郡,-7.0,-10.0,-1.0,0.0,-9.0,1.0,-7.0,-1.0,-2.0,county
2018,土佐郡,-9.0,-7.0,7.0,-5.0,-4.0,13.0,-4.0,-3.0,-6.0,county
2018,吾川郡,-36.0,-81.0,-44.0,-16.0,-30.0,-33.0,-20.0,-51.0,-11.0,county
2018,高岡郡,-106.0,-155.0,-27.0,-64.0,-51.0,-17.0,-42.0,-104.0,-10.0,county
2018,幡多郡,-43.0,-41.0,-2.0,-33.0,-11.0,-3.0,-10.0,-30.0,1.0,county
2018,北九州市,447.0,-720.0,-319.0,259.0,-381.0,-128.0,188.0,-339.0,-191.0,city
2018,福岡市,1870.0,4514.0,734.0,803.0,1689.0,386.0,1067.0,2825.0,348.0,city
2018,大牟田市,-49.0,-210.0,-74.0,-28.0,-81.0,-24.0,-21.0,-129.0,-50.0,city
2018,久留米市,-2.0,-207.0,-86.0,21.0,-79.0,-73.0,-23.0,-128.0,-13.0,city
2018,直方市,-29.0,-6.0,-68.0,-15.0,8.0,-40.0,-14.0,-14.0,-28.0,city
2018,飯塚市,58.0,-130.0,-155.0,45.0,-118.0,-68.0,13.0,-12.0,-87.0,city
2018,田川市,3.0,-124.0,-83.0,-12.0,-43.0,-41.0,15.0,-81.0,-42.0,city
2018,柳川市,-62.0,-176.0,-128.0,-68.0,-55.0,-61.0,6.0,-121.0,-67.0,city
2018,八女市,-75.0,-185.0,-55.0,-52.0,-74.0,-11.0,-23.0,-111.0,-44.0,city
2018,筑後市,-48.0,-15.0,36.0,-38.0,-4.0,33.0,-10.0,-11.0,3.0,city
2018,大川市,6.0,-96.0,-56.0,3.0,-55.0,-17.0,3.0,-41.0,-39.0,city
2018,行橋市,-15.0,-58.0,44.0,0.0,-25.0,37.0,-15.0,-33.0,7.0,city
2018,豊前市,-8.0,-98.0,-35.0,0.0,-43.0,-18.0,-8.0,-55.0,-17.0,city
2018,中間市,-30.0,-74.0,17.0,-24.0,-38.0,24.0,-6.0,-36.0,-7.0,city
2018,小郡市,-9.0,-214.0,-31.0,-9.0,-113.0,-3.0,0.0,-101.0,-28.0,county
2018,筑紫野市,-10.0,-132.0,124.0,-23.0,-67.0,36.0,13.0,-65.0,88.0,city
2018,春日市,-48.0,-222.0,-121.0,-38.0,-153.0,-44.0,-10.0,-69.0,-77.0,city
2018,大野城市,-22.0,-56.0,6.0,-26.0,-32.0,10.0,4.0,-24.0,-4.0,city
2018,宗像市,58.0,-227.0,11.0,8.0,-47.0,65.0,50.0,-180.0,-54.0,city
2018,太宰府市,41.0,-83.0,-33.0,2.0,-45.0,-8.0,39.0,-38.0,-25.0,city
2018,古賀市,73.0,-32.0,-4.0,35.0,-12.0,9.0,38.0,-20.0,-13.0,city
2018,福津市,-2.0,-26.0,248.0,-9.0,-18.0,103.0,7.0,-8.0,145.0,city
2018,うきは市,-39.0,-103.0,-54.0,-29.0,-33.0,-20.0,-10.0,-70.0,-34.0,city
2018,宮若市,-16.0,-91.0,-12.0,-3.0,-67.0,-2.0,-13.0,-24.0,-10.0,city
2018,嘉麻市,-51.0,-112.0,-86.0,-21.0,-55.0,-48.0,-30.0,-57.0,-38.0,city
2018,朝倉市,-81.0,-107.0,-79.0,-42.0,-46.0,-33.0,-39.0,-61.0,-46.0,city
2018,みやま市,-52.0,-97.0,-24.0,-48.0,-55.0,-21.0,-4.0,-42.0,-3.0,city
2018,糸島市,10.0,-191.0,2.0,25.0,-81.0,13.0,-15.0,-110.0,-11.0,city
2018,那珂川市,-57.0,-78.0,-11.0,-27.0,-49.0,3.0,-30.0,-29.0,-14.0,city
2018,糟屋郡,-97.0,-6.0,369.0,-72.0,-7.0,165.0,-25.0,1.0,204.0,county
2018,遠賀郡,-33.0,-200.0,-74.0,-14.0,-98.0,-28.0,-19.0,-102.0,-46.0,county
2018,鞍手郡,-8.0,-74.0,-12.0,-5.0,-37.0,1.0,-3.0,-37.0,-13.0,county
2018,嘉穂郡,4.0,-13.0,-24.0,-1.0,-4.0,-4.0,5.0,-9.0,-20.0,county
2018,朝倉郡,-12.0,-79.0,-32.0,-3.0,-28.0,-20.0,-9.0,-51.0,-12.0,county
2018,三井郡,-17.0,-10.0,20.0,-13.0,-6.0,18.0,-4.0,-4.0,2.0,county
2018,三潴郡,-14.0,-35.0,3.0,-9.0,-13.0,-5.0,-5.0,-22.0,8.0,county
2018,八女郡,-1.0,-49.0,-54.0,1.0,-33.0,-31.0,-2.0,-16.0,-23.0,county
2018,田川郡,-52.0,-211.0,-88.0,-32.0,-116.0,-40.0,-20.0,-95.0,-48.0,county
2018,京都郡,44.0,-12.0,-7.0,61.0,21.0,18.0,-17.0,-33.0,-25.0,county
2018,築上郡,-17.0,-94.0,-36.0,4.0,-38.0,-40.0,-21.0,-56.0,4.0,county
2018,佐賀市,-84.0,-304.0,-143.0,-92.0,-191.0,-31.0,8.0,-113.0,-112.0,city
2018,唐津市,-256.0,-243.0,-71.0,-167.0,-85.0,-55.0,-89.0,-158.0,-16.0,city
2018,鳥栖市,-25.0,-27.0,57.0,-28.0,-19.0,26.0,3.0,-8.0,31.0,city
2018,多久市,-43.0,-63.0,-21.0,-26.0,-18.0,-11.0,-17.0,-45.0,-10.0,city
2018,伊万里市,-101.0,-103.0,-4.0,-53.0,-47.0,7.0,-48.0,-56.0,-11.0,city
2018,武雄市,-98.0,-47.0,29.0,-69.0,-23.0,21.0,-29.0,-24.0,8.0,city
2018,鹿島市,-50.0,-92.0,-54.0,-33.0,-34.0,-35.0,-17.0,-58.0,-19.0,city
2018,小城市,-55.0,-57.0,38.0,-33.0,-28.0,36.0,-22.0,-29.0,2.0,city
2018,嬉野市,-63.0,-59.0,-70.0,-41.0,-47.0,-28.0,-22.0,-12.0,-42.0,city
2018,神埼市,-21.0,-50.0,3.0,-7.0,-10.0,2.0,-14.0,-40.0,1.0,city
2018,神埼郡,27.0,-56.0,10.0,22.0,-35.0,-2.0,5.0,-21.0,12.0,county
2018,三養基郡,-33.0,-93.0,13.0,-28.0,-33.0,4.0,-5.0,-60.0,9.0,county
2018,東松浦郡,6.0,0.0,-26.0,12.0,10.0,-16.0,-6.0,-10.0,-10.0,county
2018,西松浦郡,-66.0,-48.0,-11.0,-45.0,-11.0,-3.0,-21.0,-37.0,-8.0,county
2018,杵島郡,-59.0,-112.0,-33.0,-32.0,-46.0,-18.0,-27.0,-66.0,-15.0,county
2018,藤津郡,-16.0,-31.0,0.0,-10.0,-15.0,3.0,-6.0,-16.0,-3.0,county
2018,長崎市,-451.0,-629.0,-429.0,-289.0,-275.0,-269.0,-162.0,-354.0,-160.0,city
2018,佐世保市,-151.0,-428.0,59.0,-53.0,-149.0,30.0,-98.0,-279.0,29.0,city
2018,島原市,-150.0,-63.0,-22.0,-88.0,-17.0,8.0,-62.0,-46.0,-30.0,city
2018,諫早市,-288.0,-324.0,-55.0,-154.0,-126.0,-35.0,-134.0,-198.0,-20.0,city
2018,大村市,-106.0,-43.0,72.0,-50.0,-24.0,49.0,-56.0,-19.0,23.0,city
2018,平戸市,-86.0,-90.0,-19.0,-40.0,-16.0,-11.0,-46.0,-74.0,-8.0,city
2018,松浦市,-53.0,-61.0,-6.0,-30.0,-10.0,-2.0,-23.0,-51.0,-4.0,city
2018,対馬市,-82.0,-19.0,31.0,-52.0,5.0,0.0,-30.0,-24.0,31.0,city
2018,壱岐市,-68.0,-76.0,5.0,-36.0,-29.0,6.0,-32.0,-47.0,-1.0,city
2018,五島市,-89.0,-98.0,34.0,-47.0,-35.0,6.0,-42.0,-63.0,28.0,city
2018,西海市,-61.0,-59.0,-27.0,-23.0,-30.0,-15.0,-38.0,-29.0,-12.0,city
2018,雲仙市,-157.0,-133.0,2.0,-97.0,-49.0,0.0,-60.0,-84.0,2.0,city
2018,南島原市,-150.0,-153.0,-18.0,-82.0,-72.0,-6.0,-68.0,-81.0,-12.0,city
2018,西彼杵郡,-140.0,-266.0,-25.0,-124.0,-126.0,2.0,-16.0,-140.0,-27.0,county
2018,東彼杵郡,-110.0,-89.0,-15.0,-58.0,-38.0,-2.0,-52.0,-51.0,-13.0,county
2018,北松浦郡,-46.0,-16.0,22.0,-35.0,3.0,18.0,-11.0,-19.0,4.0,county
2018,南松浦郡,-98.0,-32.0,12.0,-64.0,0.0,6.0,-34.0,-32.0,6.0,county
2018,熊本市,34.0,-535.0,-128.0,23.0,-342.0,11.0,11.0,-193.0,-139.0,city
2018,八代市,-202.0,-243.0,-84.0,-118.0,-74.0,-65.0,-84.0,-169.0,-19.0,city
2018,人吉市,-121.0,-59.0,34.0,-69.0,-10.0,20.0,-52.0,-49.0,14.0,city
2018,荒尾市,-105.0,-116.0,-21.0,-65.0,-52.0,-6.0,-40.0,-64.0,-15.0,city
2018,水俣市,-66.0,-51.0,-6.0,-41.0,-30.0,10.0,-25.0,-21.0,-16.0,city
2018,玉名市,-55.0,-118.0,-41.0,-49.0,-32.0,-28.0,-6.0,-86.0,-13.0,city
2018,山鹿市,-97.0,-152.0,-48.0,-65.0,-69.0,-23.0,-32.0,-83.0,-25.0,city
2018,菊池市,-59.0,-123.0,-23.0,-45.0,-55.0,-8.0,-14.0,-68.0,-15.0,city
2018,宇土市,-25.0,-74.0,9.0,-24.0,-25.0,10.0,-1.0,-49.0,-1.0,city
2018,上天草市,-52.0,-76.0,-28.0,-36.0,-26.0,-8.0,-16.0,-50.0,-20.0,city
2018,宇城市,-71.0,-134.0,-36.0,-45.0,-56.0,-19.0,-26.0,-78.0,-17.0,city
2018,阿蘇市,-62.0,-49.0,-15.0,-26.0,-8.0,-3.0,-36.0,-41.0,-12.0,city
2018,天草市,-229.0,-248.0,-12.0,-144.0,-106.0,-20.0,-85.0,-142.0,8.0,city
2018,合志市,-49.0,-74.0,98.0,-29.0,-47.0,49.0,-20.0,-27.0,49.0,city
2018,下益城郡,-15.0,-35.0,-31.0,-10.0,-17.0,-20.0,-5.0,-18.0,-11.0,county
2018,玉名郡,-42.0,-96.0,-30.0,-22.0,-34.0,-13.0,-20.0,-62.0,-17.0,county
2018,菊池郡,-23.0,127.0,175.0,-17.0,112.0,76.0,-6.0,15.0,99.0,county
2018,阿蘇郡,-93.0,-121.0,-68.0,-69.0,-39.0,-14.0,-24.0,-82.0,-54.0,county
2018,上益城郡,-114.0,-144.0,-10.0,-66.0,-89.0,-33.0,-48.0,-55.0,23.0,county
2018,八代郡,-30.0,-27.0,-20.0,-17.0,-8.0,-15.0,-13.0,-19.0,-5.0,county
2018,葦北郡,-47.0,-65.0,-9.0,-30.0,-16.0,-9.0,-17.0,-49.0,0.0,county
2018,球磨郡,-223.0,-140.0,-53.0,-130.0,-44.0,-21.0,-93.0,-96.0,-32.0,county
2018,天草郡,-15.0,-23.0,3.0,-3.0,-13.0,-1.0,-12.0,-10.0,4.0,county
2018,大分市,-158.0,-247.0,51.0,-46.0,-76.0,-34.0,-112.0,-171.0,85.0,city
2018,別府市,149.0,-279.0,-100.0,67.0,-172.0,-44.0,82.0,-107.0,-56.0,city
2018,中津市,-89.0,-102.0,3.0,-37.0,-46.0,25.0,-52.0,-56.0,-22.0,city
2018,日田市,-121.0,-156.0,-61.0,-88.0,-79.0,-15.0,-33.0,-77.0,-46.0,city
2018,佐伯市,-114.0,-187.0,-42.0,-58.0,-73.0,-9.0,-56.0,-114.0,-33.0,city
2018,臼杵市,-65.0,-84.0,-29.0,-44.0,-33.0,-1.0,-21.0,-51.0,-28.0,city
2018,津久見市,-27.0,-46.0,-41.0,-9.0,-22.0,-14.0,-18.0,-24.0,-27.0,city
2018,竹田市,-48.0,-52.0,-41.0,-33.0,-28.0,-18.0,-15.0,-24.0,-23.0,city
2018,豊後高田市,-24.0,-54.0,-8.0,-16.0,-22.0,-4.0,-8.0,-32.0,-4.0,city
2018,杵築市,-36.0,-48.0,-26.0,-27.0,-9.0,-18.0,-9.0,-39.0,-8.0,city
2018,宇佐市,-32.0,-160.0,-49.0,-15.0,-82.0,-22.0,-17.0,-78.0,-27.0,city
2018,豊後大野市,-6.0,-159.0,-24.0,12.0,-68.0,-8.0,-18.0,-91.0,-16.0,city
2018,由布市,-28.0,-48.0,9.0,-25.0,-43.0,0.0,-3.0,-5.0,9.0,city
2018,国東市,-9.0,-80.0,-79.0,-11.0,-22.0,-54.0,2.0,-58.0,-25.0,city
2018,東国東郡,-4.0,-16.0,-6.0,-2.0,-8.0,-3.0,-2.0,-8.0,-3.0,county
2018,速見郡,-29.0,-38.0,15.0,-24.0,-17.0,17.0,-5.0,-21.0,-2.0,county
2018,玖珠郡,-45.0,-125.0,-40.0,-19.0,-62.0,-33.0,-26.0,-63.0,-7.0,county
2018,宮崎市,-405.0,-386.0,-78.0,-297.0,-152.0,-44.0,-108.0,-234.0,-34.0,city
2018,都城市,-276.0,-244.0,-2.0,-145.0,-132.0,8.0,-131.0,-112.0,-10.0,city
2018,延岡市,-270.0,-250.0,-66.0,-146.0,-79.0,-39.0,-124.0,-171.0,-27.0,city
2018,日南市,-87.0,-115.0,4.0,-49.0,-30.0,2.0,-38.0,-85.0,2.0,city
2018,小林市,-95.0,-82.0,11.0,-38.0,-37.0,11.0,-57.0,-45.0,0.0,city
2018,日向市,-148.0,-81.0,-4.0,-80.0,-31.0,2.0,-68.0,-50.0,-6.0,city
2018,串間市,-46.0,-56.0,-8.0,-31.0,-24.0,-2.0,-15.0,-32.0,-6.0,city
2018,西都市,-80.0,-100.0,6.0,-45.0,-44.0,-9.0,-35.0,-56.0,15.0,city
2018,えびの市,-30.0,-36.0,-28.0,-9.0,-18.0,-22.0,-21.0,-18.0,-6.0,city
2018,北諸県郡,-51.0,-79.0,-7.0,-41.0,-32.0,-1.0,-10.0,-47.0,-6.0,county
2018,西諸県郡,-20.0,-29.0,-10.0,-15.0,-13.0,-4.0,-5.0,-16.0,-6.0,county
2018,東諸県郡,-65.0,-79.0,-27.0,-37.0,-28.0,-10.0,-28.0,-51.0,-17.0,county
2018,児湯郡,-124.0,-106.0,-62.0,-54.0,-48.0,-12.0,-70.0,-58.0,-50.0,county
2018,東臼杵郡,-77.0,-86.0,-1.0,-42.0,-47.0,4.0,-35.0,-39.0,-5.0,county
2018,西臼杵郡,-107.0,-24.0,16.0,-59.0,-8.0,4.0,-48.0,-16.0,12.0,county
2018,鹿児島市,-400.0,-407.0,-141.0,-364.0,-274.0,-62.0,-36.0,-133.0,-79.0,city
2018,鹿屋市,-206.0,-30.0,-20.0,-62.0,-15.0,-29.0,-144.0,-15.0,9.0,city
2018,枕崎市,-77.0,-46.0,-31.0,-36.0,-26.0,-22.0,-41.0,-20.0,-9.0,city
2018,阿久根市,-50.0,-54.0,-29.0,-20.0,-25.0,-19.0,-30.0,-29.0,-10.0,city
2018,出水市,-129.0,-97.0,8.0,-73.0,-31.0,23.0,-56.0,-66.0,-15.0,city
2018,指宿市,-126.0,-74.0,-39.0,-76.0,-23.0,-14.0,-50.0,-51.0,-25.0,city
2018,西之表市,-72.0,36.0,6.0,-41.0,32.0,-1.0,-31.0,4.0,7.0,city
2018,垂水市,-38.0,-33.0,-9.0,-21.0,-8.0,-3.0,-17.0,-25.0,-6.0,city
2018,薩摩川内市,-153.0,-99.0,54.0,-42.0,-14.0,17.0,-111.0,-85.0,37.0,city
2018,日置市,-50.0,-239.0,-37.0,-43.0,-138.0,-13.0,-7.0,-101.0,-24.0,city
2018,曽於市,-92.0,-129.0,-38.0,-41.0,-47.0,-15.0,-51.0,-82.0,-23.0,city
2018,霧島市,-15.0,-241.0,17.0,18.0,-87.0,32.0,-33.0,-154.0,-15.0,city
2018,いちき串木野市,-56.0,-65.0,-26.0,-35.0,-42.0,-7.0,-21.0,-23.0,-19.0,city
2018,南さつま市,-1.0,-178.0,1.0,-40.0,-36.0,-7.0,39.0,-142.0,8.0,city
2018,志布志市,-107.0,-37.0,-7.0,-64.0,-25.0,0.0,-43.0,-12.0,-7.0,city
2018,奄美市,-263.0,-40.0,49.0,-139.0,-9.0,27.0,-124.0,-31.0,22.0,city
2018,南九州市,-93.0,-37.0,12.0,-48.0,-9.0,10.0,-45.0,-28.0,2.0,city
2018,伊佐市,-71.0,-14.0,-1.0,-29.0,5.0,-7.0,-42.0,-19.0,6.0,city
2018,姶良市,-138.0,-69.0,38.0,-113.0,-36.0,17.0,-25.0,-33.0,21.0,city
2018,鹿児島郡,-13.0,-2.0,-5.0,-8.0,1.0,-5.0,-5.0,-3.0,0.0,county
2018,薩摩郡,-69.0,-42.0,-37.0,-38.0,-22.0,-28.0,-31.0,-20.0,-9.0,county
2018,出水郡,-25.0,-34.0,15.0,-9.0,-12.0,10.0,-16.0,-22.0,5.0,county
2018,姶良郡,-39.0,-21.0,-16.0,-28.0,-9.0,-6.0,-11.0,-12.0,-10.0,county
2018,曽於郡,-33.0,-26.0,-23.0,-21.0,-6.0,-10.0,-12.0,-20.0,-13.0,county
2018,肝属郡,-165.0,-59.0,-5.0,-108.0,-18.0,-11.0,-57.0,-41.0,6.0,county
2018,熊毛郡,-131.0,14.0,24.0,-74.0,24.0,14.0,-57.0,-10.0,10.0,county
2018,大島郡,-335.0,-33.0,44.0,-169.0,5.0,7.0,-166.0,-38.0,37.0,county
2018,那覇市,-293.0,-305.0,-164.0,-189.0,-144.0,-92.0,-104.0,-161.0,-72.0,city
2018,宜野湾市,-3.0,-124.0,-22.0,10.0,-104.0,-24.0,-13.0,-20.0,2.0,city
2018,石垣市,-194.0,97.0,199.0,-109.0,79.0,103.0,-85.0,18.0,96.0,city
2018,浦添市,-107.0,-47.0,60.0,-61.0,-35.0,9.0,-46.0,-12.0,51.0,city
2018,名護市,58.0,-281.0,64.0,36.0,-158.0,45.0,22.0,-123.0,19.0,city
2018,糸満市,-72.0,-55.0,29.0,-25.0,-36.0,8.0,-47.0,-19.0,21.0,city
2018,沖縄市,-147.0,-72.0,58.0,-66.0,-30.0,46.0,-81.0,-42.0,12.0,city
2018,豊見城市,-115.0,11.0,83.0,-69.0,8.0,43.0,-46.0,3.0,40.0,city
2018,うるま市,-90.0,-99.0,58.0,-22.0,-25.0,-14.0,-68.0,-74.0,72.0,city
2018,宮古島市,-197.0,46.0,139.0,-93.0,46.0,81.0,-104.0,0.0,58.0,city
2018,南城市,-58.0,-49.0,-26.0,-31.0,-18.0,-19.0,-27.0,-31.0,-7.0,city
2018,国頭郡,-52.0,-118.0,-61.0,-32.0,-69.0,-42.0,-20.0,-49.0,-19.0,county
2018,中頭郡,-4.0,-322.0,-63.0,-2.0,-207.0,-64.0,-2.0,-115.0,1.0,county
2018,島尻郡,-172.0,11.0,151.0,-97.0,-13.0,102.0,-75.0,24.0,49.0,county
2018,宮古郡,1.0,-1.0,-2.0,-1.0,1.0,-1.0,2.0,-2.0,-1.0,county
2018,八重山郡,-26.0,33.0,10.0,-9.0,14.0,15.0,-17.0,19.0,-5.0,county
2019,札幌市,1327.0,1678.0,313.0,555.0,578.0,133.0,772.0,1100.0,180.0,city
2019,函館市,-187.0,-376.0,-182.0,-126.0,-179.0,-87.0,-61.0,-197.0,-95.0,city
2019,小樽市,-37.0,-302.0,-173.0,-21.0,-118.0,-76.0,-16.0,-184.0,-97.0,city
2019,旭川市,-292.0,-479.0,-291.0,-214.0,-259.0,-109.0,-78.0,-220.0,-182.0,city
