year,place,total_15_19,total_20_24,total_25_29,m_15_19,m_20_24,m_25_29,f_15_19,f_20_24,f_25_29,city_county
2017,オホーツク総合振興局,-256.0,-105.0,-35.0,-104.0,-14.0,-23.0,-152.0,-91.0,-12.0,county
2017,胆振総合振興局,-95.0,-177.0,-63.0,-56.0,-63.0,-33.0,-39.0,-114.0,-30.0,county
2017,日高振興局,-148.0,-165.0,-51.0,-51.0,-58.0,-32.0,-97.0,-107.0,-19.0,county
2017,十勝総合振興局,-302.0,-352.0,18.0,-154.0,-130.0,0.0,-148.0,-222.0,18.0,county
2017,釧路総合振興局,-137.0,-103.0,20.0,-57.0,-30.0,24.0,-80.0,-73.0,-4.0,county
2017,根室振興局,-104.0,-75.0,25.0,-37.0,-7.0,17.0,-67.0,-68.0,8.0,county
2017,青森市,-304.0,-530.0,-52.0,-147.0,-210.0,-4.0,-157.0,-320.0,-48.0,city
2017,弘前市,-20.0,-483.0,34.0,0.0,-241.0,7.0,-20.0,-242.0,27.0,city
2017,八戸市,-453.0,-372.0,22.0,-252.0,-160.0,2.0,-201.0,-212.0,20.0,city
2017,黒石市,-75.0,-90.0,-23.0,-45.0,-48.0,-22.0,-30.0,-42.0,-1.0,city
2017,五所川原市,-154.0,-158.0,-26.0,-96.0,-54.0,-20.0,-58.0,-104.0,-6.0,city
2017,十和田市,-144.0,-152.0,-44.0,-76.0,-57.0,-21.0,-68.0,-95.0,-23.0,city
2017,三沢市,-53.0,3.0,27.0,-4.0,30.0,-3.0,-49.0,-27.0,30.0,city
2017,むつ市,-121.0,-84.0,-43.0,-37.0,1.0,-35.0,-84.0,-85.0,-8.0,city
2017,つがる市,-86.0,-95.0,-37.0,-50.0,-40.0,-19.0,-36.0,-55.0,-18.0,city
2017,平川市,-55.0,-72.0,1.0,-34.0,-38.0,7.0,-21.0,-34.0,-6.0,city
2017,東津軽郡,-49.0,-39.0,-13.0,-17.0,-12.0,-5.0,-32.0,-27.0,-8.0,county
2017,西津軽郡,-52.0,-46.0,-13.0,-27.0,-18.0,-9.0,-25.0,-28.0,-4.0,county
2017,中津軽郡,-3.0,-3.0,0.0,-3.0,1.0,-1.0,0.0,-4.0,1.0,county
2017,南津軽郡,-59.0,-74.0,-11.0,-39.0,-24.0,-6.0,-20.0,-50.0,-5.0,county
2017,北津軽郡,-86.0,-102.0,-44.0,-43.0,-42.0,-15.0,-43.0,-60.0,-29.0,county
2017,上北郡,-133.0,-207.0,-71.0,-49.0,-66.0,-39.0,-84.0,-141.0,-32.0,county
2017,下北郡,-49.0,-36.0,-9.0,-22.0,-16.0,3.0,-27.0,-20.0,-12.0,county
2017,三戸郡,-161.0,-226.0,-55.0,-98.0,-83.0,-16.0,-63.0,-143.0,-39.0,county
2017,盛岡市,-49.0,-342.0,-77.0,-56.0,-181.0,-78.0,7.0,-161.0,1.0,city
2017,宮古市,-94.0,-113.0,-30.0,-35.0,-61.0,-18.0,-59.0,-52.0,-12.0,city
2017,大船渡市,-113.0,-75.0,13.0,-70.0,-28.0,2.0,-43.0,-47.0,11.0,city
2017,花巻市,-143.0,-130.0,-51.0,-70.0,-49.0,-16.0,-73.0,-81.0,-35.0,city
2017,北上市,-131.0,-95.0,47.0,-69.0,-29.0,33.0,-62.0,-66.0,14.0,city
2017,久慈市,-87.0,-53.0,-4.0,-52.0,-17.0,-2.0,-35.0,-36.0,-2.0,city
2017,遠野市,-55.0,-53.0,-22.0,-31.0,-13.0,-14.0,-24.0,-40.0,-8.0,city
2017,一関市,-274.0,-212.0,-5.0,-153.0,-66.0,7.0,-121.0,-146.0,-12.0,city
2017,陸前高田市,-57.0,-62.0,6.0,-21.0,-29.0,2.0,-36.0,-33.0,4.0,city
2017,釜石市,-73.0,-31.0,1.0,-41.0,-6.0,10.0,-32.0,-25.0,-9.0,city
2017,二戸市,-74.0,-47.0,23.0,-53.0,-16.0,11.0,-21.0,-31.0,12.0,city
2017,八幡平市,-47.0,-42.0,-25.0,-25.0,-2.0,-10.0,-22.0,-40.0,-15.0,city
2017,奥州市,-247.0,-169.0,-55.0,-130.0,-64.0,-25.0,-117.0,-105.0,-30.0,city
2017,滝沢市,33.0,-141.0,-45.0,47.0,-72.0,-16.0,-14.0,-69.0,-29.0,city
2017,岩手郡,-65.0,-65.0,-32.0,-40.0,-20.0,-15.0,-25.0,-45.0,-17.0,county
2017,紫波郡,-95.0,-119.0,22.0,-75.0,-65.0,18.0,-20.0,-54.0,4.0,county
2017,和賀郡,-13.0,-22.0,-5.0,-5.0,-15.0,-2.0,-8.0,-7.0,-3.0,county
2017,胆沢郡,33.0,-96.0,-7.0,35.0,-57.0,-6.0,-2.0,-39.0,-1.0,county
2017,西磐井郡,-24.0,-23.0,-15.0,-9.0,-9.0,-9.0,-15.0,-14.0,-6.0,county
2017,気仙郡,-12.0,-21.0,-2.0,-8.0,-12.0,1.0,-4.0,-9.0,-3.0,county
2017,上閉伊郡,-31.0,-32.0,-7.0,-16.0,-7.0,-7.0,-15.0,-25.0,0.0,county
2017,下閉伊郡,-91.0,-48.0,-29.0,-44.0,-28.0,-18.0,-47.0,-20.0,-11.0,county
2017,九戸郡,-92.0,-116.0,-37.0,-52.0,-47.0,-5.0,-40.0,-69.0,-32.0,county
2017,二戸郡,-23.0,-30.0,1.0,-9.0,-9.0,-3.0,-14.0,-21.0,4.0,county
2017,仙台市,1258.0,993.0,82.0,638.0,314.0,110.0,620.0,679.0,-28.0,city
2017,石巻市,-145.0,-78.0,-177.0,-79.0,-13.0,-83.0,-66.0,-65.0,-94.0,city
2017,塩竈市,-27.0,-150.0,-8.0,-20.0,-72.0,-6.0,-7.0,-78.0,-2.0,city
2017,気仙沼市,-142.0,-135.0,-20.0,-71.0,-49.0,0.0,-71.0,-86.0,-20.0,city
2017,白石市,-51.0,-61.0,-17.0,-29.0,-49.0,2.0,-22.0,-12.0,-19.0,city
2017,名取市,-4.0,-115.0,115.0,-15.0,-57.0,62.0,11.0,-58.0,53.0,city
2017,角田市,5.0,-53.0,-66.0,1.0,-9.0,-39.0,4.0,-44.0,-27.0,city
2017,多賀城市,37.0,0.0,37.0,51.0,-29.0,36.0,-14.0,29.0,1.0,city
2017,岩沼市,-38.0,0.0,12.0,-26.0,-21.0,6.0,-12.0,21.0,6.0,city
2017,登米市,-133.0,-160.0,-31.0,-69.0,-52.0,-15.0,-64.0,-108.0,-16.0,city
2017,栗原市,-107.0,-119.0,-47.0,-61.0,-56.0,-10.0,-46.0,-63.0,-37.0,city
2017,東松島市,-11.0,-42.0,43.0,-1.0,-13.0,12.0,-10.0,-29.0,31.0,city
2017,大崎市,-117.0,-151.0,-5.0,-61.0,-20.0,-15.0,-56.0,-131.0,10.0,city
2017,富谷市,-86.0,-150.0,-7.0,-34.0,-59.0,0.0,-52.0,-91.0,-7.0,city
2017,刈田郡,-22.0,-38.0,-22.0,-12.0,-14.0,-11.0,-10.0,-24.0,-11.0,county
2017,柴田郡,72.0,-133.0,-53.0,64.0,-77.0,-24.0,8.0,-56.0,-29.0,county
2017,伊具郡,-48.0,-35.0,-15.0,-20.0,-14.0,-10.0,-28.0,-21.0,-5.0,county
2017,亘理郡,-47.0,-71.0,3.0,-25.0,-30.0,12.0,-22.0,-41.0,-9.0,county
2017,宮城郡,-53.0,-184.0,-14.0,-40.0,-86.0,-15.0,-13.0,-98.0,1.0,county
2017,黒川郡,-5.0,-33.0,-45.0,-1.0,7.0,-40.0,-4.0,-40.0,-5.0,county
2017,加美郡,-57.0,-69.0,-37.0,-33.0,-26.0,-14.0,-24.0,-43.0,-23.0,county
2017,遠田郡,-45.0,-91.0,-25.0,-25.0,-36.0,-8.0,-20.0,-55.0,-17.0,county
2017,牡鹿郡,4.0,-10.0,-6.0,7.0,2.0,-15.0,-3.0,-12.0,9.0,county
2017,本吉郡,-30.0,-37.0,-21.0,-12.0,-6.0,-4.0,-18.0,-31.0,-17.0,county
2017,秋田市,-117.0,-535.0,-50.0,-54.0,-300.0,-14.0,-63.0,-235.0,-36.0,city
2017,能代市,-167.0,-101.0,-12.0,-95.0,-21.0,-7.0,-72.0,-80.0,-5.0,city
2017,横手市,-200.0,-215.0,-6.0,-100.0,-93.0,-10.0,-100.0,-122.0,4.0,city
2017,大館市,-167.0,-138.0,26.0,-78.0,-67.0,23.0,-89.0,-71.0,3.0,city
2017,男鹿市,-49.0,-67.0,-58.0,-17.0,-22.0,-20.0,-32.0,-45.0,-38.0,city
2017,湯沢市,-95.0,-153.0,17.0,-42.0,-54.0,16.0,-53.0,-99.0,1.0,city
2017,鹿角市,-95.0,-76.0,-4.0,-46.0,-39.0,-10.0,-49.0,-37.0,6.0,city
2017,由利本荘市,-155.0,-195.0,-18.0,-65.0,-105.0,-8.0,-90.0,-90.0,-10.0,city
2017,潟上市,-58.0,-75.0,3.0,-30.0,-28.0,7.0,-28.0,-47.0,-4.0,city
2017,大仙市,-126.0,-156.0,17.0,-70.0,-47.0,5.0,-56.0,-109.0,12.0,city
2017,北秋田市,-73.0,-60.0,11.0,-29.0,-15.0,8.0,-44.0,-45.0,3.0,city
2017,にかほ市,-78.0,-53.0,-1.0,-38.0,6.0,-3.0,-40.0,-59.0,2.0,city
2017,仙北市,-60.0,-45.0,-1.0,-39.0,-13.0,-4.0,-21.0,-32.0,3.0,city
2017,鹿角郡,-7.0,-12.0,-10.0,-7.0,-1.0,-3.0,0.0,-11.0,-7.0,county
2017,北秋田郡,-1.0,-9.0,-3.0,-1.0,-4.0,-3.0,0.0,-5.0,0.0,county
2017,山本郡,-62.0,-90.0,-13.0,-25.0,-27.0,-3.0,-37.0,-63.0,-10.0,county
2017,南秋田郡,-2.0,-100.0,-41.0,-3.0,-39.0,-15.0,1.0,-61.0,-26.0,county
2017,仙北郡,-35.0,-43.0,-18.0,-19.0,-26.0,-9.0,-16.0,-17.0,-9.0,county
2017,雄勝郡,-63.0,-50.0,-4.0,-28.0,-11.0,-4.0,-35.0,-39.0,0.0,county
2017,山形市,205.0,-374.0,38.0,109.0,-166.0,52.0,96.0,-208.0,-14.0,city
2017,米沢市,-57.0,-182.0,-109.0,-39.0,-48.0,-52.0,-18.0,-134.0,-57.0,city
2017,鶴岡市,-216.0,-208.0,14.0,-91.0,-112.0,23.0,-125.0,-96.0,-9.0,city
2017,酒田市,-324.0,-58.0,57.0,-174.0,-23.0,36.0,-150.0,-35.0,21.0,city
2017,新庄市,-28.0,-87.0,-9.0,3.0,-33.0,-2.0,-31.0,-54.0,-7.0,city
2017,寒河江市,-49.0,-76.0,20.0,-28.0,-47.0,1.0,-21.0,-29.0,19.0,city
2017,上山市,-45.0,-91.0,-39.0,-16.0,-32.0,-16.0,-29.0,-59.0,-23.0,city
2017,村山市,-39.0,-71.0,-1.0,-13.0,-44.0,-4.0,-26.0,-27.0,3.0,city
2017,長井市,-25.0,-36.0,-26.0,-9.0,-22.0,-10.0,-16.0,-14.0,-16.0,city
2017,天童市,-26.0,-92.0,35.0,-15.0,-2.0,-3.0,-11.0,-90.0,38.0,city
2017,東根市,45.0,-67.0,22.0,47.0,-47.0,-29.0,-2.0,-20.0,51.0,city
2017,尾花沢市,-28.0,-55.0,-16.0,-15.0,-17.0,-10.0,-13.0,-38.0,-6.0,city
2017,南陽市,-36.0,-54.0,-20.0,-16.0,-3.0,-11.0,-20.0,-51.0,-9.0,city
2017,東村山郡,-27.0,-87.0,-21.0,-13.0,-29.0,-8.0,-14.0,-58.0,-13.0,county
2017,西村山郡,-76.0,-134.0,-64.0,-42.0,-52.0,-36.0,-34.0,-82.0,-28.0,county
2017,北村山郡,-19.0,-24.0,-18.0,-13.0,-11.0,-7.0,-6.0,-13.0,-11.0,county
2017,最上郡,-112.0,-136.0,-56.0,-61.0,-56.0,-12.0,-51.0,-80.0,-44.0,county
2017,東置賜郡,-63.0,-87.0,-32.0,-41.0,-30.0,-13.0,-22.0,-57.0,-19.0,county
2017,西置賜郡,-67.0,-102.0,-34.0,-35.0,-29.0,-19.0,-32.0,-73.0,-15.0,county
2017,東田川郡,-94.0,-31.0,-15.0,-52.0,-5.0,-10.0,-42.0,-26.0,-5.0,county
2017,飽海郡,-40.0,-25.0,-11.0,-19.0,-2.0,-12.0,-21.0,-23.0,1.0,county
2017,福島市,-14.0,-374.0,-160.0,0.0,-206.0,-138.0,-14.0,-168.0,-22.0,city
2017,会津若松市,-159.0,-160.0,16.0,-89.0,-38.0,-14.0,-70.0,-122.0,30.0,city
2017,郡山市,-85.0,-312.0,-119.0,2.0,-143.0,-19.0,-87.0,-169.0,-100.0,county
2017,いわき市,-335.0,-514.0,40.0,-186.0,-163.0,17.0,-149.0,-351.0,23.0,city
2017,白河市,-86.0,-128.0,-30.0,-50.0,-40.0,-16.0,-36.0,-88.0,-14.0,city
2017,須賀川市,-94.0,-134.0,-16.0,-39.0,-71.0,-23.0,-55.0,-63.0,7.0,city
2017,喜多方市,-98.0,-102.0,-16.0,-60.0,-46.0,7.0,-38.0,-56.0,-23.0,city
2017,相馬市,-18.0,-37.0,11.0,-1.0,-15.0,0.0,-17.0,-22.0,11.0,city
2017,二本松市,-81.0,-128.0,-37.0,-36.0,-57.0,-36.0,-45.0,-71.0,-1.0,city
2017,田村市,-49.0,-117.0,-32.0,-25.0,-32.0,-13.0,-24.0,-85.0,-19.0,city
2017,南相馬市,-102.0,-148.0,-70.0,-63.0,-39.0,-43.0,-39.0,-109.0,-27.0,city
2017,伊達市,-77.0,-160.0,-88.0,-39.0,-61.0,-60.0,-38.0,-99.0,-28.0,city
2017,本宮市,-39.0,-43.0,-20.0,-27.0,-4.0,-11.0,-12.0,-39.0,-9.0,city
2017,伊達郡,-34.0,-129.0,-36.0,-32.0,-53.0,-11.0,-2.0,-76.0,-25.0,county
2017,安達郡,2.0,-11.0,12.0,-1.0,-12.0,5.0,3.0,1.0,7.0,county
2017,岩瀬郡,-33.0,-60.0,9.0,-14.0,-29.0,1.0,-19.0,-31.0,8.0,county
2017,南会津郡,-58.0,-110.0,-1.0,-20.0,-47.0,-7.0,-38.0,-63.0,6.0,county
2017,耶麻郡,-59.0,-73.0,-21.0,-33.0,-38.0,-18.0,-26.0,-35.0,-3.0,county
2017,河沼郡,-40.0,-76.0,-13.0,-22.0,-44.0,-6.0,-18.0,-32.0,-7.0,county
2017,大沼郡,-67.0,-76.0,-12.0,-37.0,-33.0,-6.0,-30.0,-43.0,-6.0,county
2017,西白河郡,-49.0,-86.0,22.0,-31.0,-36.0,-5.0,-18.0,-50.0,27.0,county
2017,東白川郡,-68.0,-99.0,-30.0,-36.0,-61.0,-14.0,-32.0,-38.0,-16.0,county
2017,石川郡,-56.0,-137.0,-46.0,-31.0,-49.0,-26.0,-25.0,-88.0,-20.0,county
2017,田村郡,-19.0,-105.0,-22.0,-10.0,-46.0,-16.0,-9.0,-59.0,-6.0,county
2017,双葉郡,-85.0,-176.0,-89.0,-46.0,-54.0,-28.0,-39.0,-122.0,-61.0,county
2017,相馬郡,-25.0,-38.0,-22.0,-10.0,-5.0,-14.0,-15.0,-33.0,-8.0,county
2017,水戸市,-39.0,1.0,216.0,-60.0,62.0,111.0,21.0,-61.0,105.0,city
2017,日立市,-70.0,-293.0,-237.0,-17.0,-52.0,-149.0,-53.0,-241.0,-88.0,city
2017,土浦市,14.0,-38.0,-99.0,-1.0,-19.0,-67.0,15.0,-19.0,-32.0,city
2017,古河市,139.0,-83.0,-70.0,122.0,2.0,-9.0,17.0,-85.0,-61.0,city
2017,石岡市,-16.0,-165.0,-73.0,11.0,-81.0,-29.0,-27.0,-84.0,-44.0,city
2017,結城市,5.0,-41.0,-38.0,5.0,-2.0,-28.0,0.0,-39.0,-10.0,city
2017,龍ケ崎市,8.0,-206.0,-154.0,14.0,-162.0,-71.0,-6.0,-44.0,-83.0,city
2017,下妻市,-51.0,-68.0,-41.0,-29.0,-32.0,-19.0,-22.0,-36.0,-22.0,city
2017,常総市,-34.0,-78.0,-65.0,-22.0,-19.0,-26.0,-12.0,-59.0,-39.0,city
2017,常陸太田市,-78.0,-195.0,-52.0,-44.0,-108.0,-12.0,-34.0,-87.0,-40.0,city
2017,高萩市,-63.0,-74.0,-26.0,-49.0,-30.0,-19.0,-14.0,-44.0,-7.0,city
2017,北茨城市,-55.0,-122.0,-66.0,-38.0,-56.0,-28.0,-17.0,-66.0,-38.0,city
2017,笠間市,-40.0,-168.0,-37.0,-34.0,-69.0,-8.0,-6.0,-99.0,-29.0,city
2017,取手市,-8.0,-136.0,-49.0,-1.0,-66.0,-12.0,-7.0,-70.0,-37.0,city
2017,牛久市,8.0,-22.0,-70.0,14.0,-18.0,-44.0,-6.0,-4.0,-26.0,city
2017,つくば市,409.0,-122.0,160.0,267.0,-84.0,5.0,142.0,-38.0,155.0,city
2017,ひたちなか市,-77.0,-103.0,183.0,-30.0,22.0,133.0,-47.0,-125.0,50.0,city
2017,鹿嶋市,23.0,-62.0,41.0,41.0,22.0,22.0,-18.0,-84.0,19.0,city
2017,潮来市,-19.0,-76.0,-23.0,-8.0,-29.0,2.0,-11.0,-47.0,-25.0,city
2017,守谷市,6.0,-62.0,45.0,3.0,-57.0,17.0,3.0,-5.0,28.0,city
2017,常陸大宮市,-35.0,-119.0,-53.0,-27.0,-34.0,-34.0,-8.0,-85.0,-19.0,city
2017,那珂市,-47.0,-86.0,25.0,-28.0,-42.0,7.0,-19.0,-44.0,18.0,city
2017,筑西市,-80.0,-139.0,-105.0,-28.0,-41.0,-45.0,-52.0,-98.0,-60.0,city
2017,坂東市,-38.0,-120.0,-91.0,-22.0,-54.0,-44.0,-16.0,-66.0,-47.0,city
2017,稲敷市,-53.0,-143.0,-84.0,-25.0,-53.0,-41.0,-28.0,-90.0,-43.0,city
2017,かすみがうら市,-15.0,-54.0,-53.0,-5.0,-2.0,-39.0,-10.0,-52.0,-14.0,city
2017,桜川市,-65.0,-128.0,-74.0,-45.0,-55.0,-29.0,-20.0,-73.0,-45.0,city
2017,神栖市,-48.0,100.0,163.0,-8.0,123.0,96.0,-40.0,-23.0,67.0,city
2017,行方市,-54.0,-84.0,-65.0,-31.0,-35.0,-48.0,-23.0,-49.0,-17.0,city
2017,鉾田市,-39.0,-75.0,-25.0,-22.0,-29.0,-9.0,-17.0,-46.0,-16.0,city
2017,つくばみらい市,-29.0,47.0,107.0,-17.0,35.0,40.0,-12.0,12.0,67.0,city
2017,小美玉市,1.0,-118.0,-86.0,14.0,-65.0,-54.0,-13.0,-53.0,-32.0,city
2017,東茨城郡,-30.0,-158.0,-129.0,-13.0,-64.0,-41.0,-17.0,-94.0,-88.0,county
2017,那珂郡,-29.0,-18.0,20.0,-14.0,3.0,-11.0,-15.0,-21.0,31.0,county
2017,久慈郡,-33.0,-45.0,-28.0,-16.0,-8.0,-13.0,-17.0,-37.0,-15.0,county
2017,稲敷郡,-20.0,-105.0,-42.0,-5.0,-56.0,-11.0,-15.0,-49.0,-31.0,county
2017,結城郡,-14.0,-23.0,-23.0,-4.0,-7.0,-3.0,-10.0,-16.0,-20.0,county
2017,猿島郡,-15.0,-39.0,-25.0,-4.0,-3.0,8.0,-11.0,-36.0,-33.0,county
2017,北相馬郡,5.0,-33.0,-26.0,5.0,-22.0,-12.0,0.0,-11.0,-14.0,county
2017,宇都宮市,-122.0,376.0,466.0,-17.0,420.0,273.0,-105.0,-44.0,193.0,city
2017,足利市,-83.0,-223.0,-108.0,-54.0,-121.0,-50.0,-29.0,-102.0,-58.0,city
2017,栃木市,-59.0,-312.0,-96.0,-46.0,-152.0,-36.0,-13.0,-160.0,-60.0,city
2017,佐野市,-40.0,-154.0,-9.0,-30.0,-62.0,26.0,-10.0,-92.0,-35.0,city
2017,鹿沼市,-51.0,-156.0,-50.0,-33.0,-64.0,-28.0,-18.0,-92.0,-22.0,city
2017,日光市,-30.0,-105.0,-84.0,-25.0,-44.0,-40.0,-5.0,-61.0,-44.0,city
2017,小山市,62.0,-17.0,137.0,58.0,33.0,48.0,4.0,-50.0,89.0,city
2017,真岡市,-61.0,-23.0,39.0,-48.0,24.0,56.0,-13.0,-47.0,-17.0,city
2017,大田原市,-21.0,-88.0,-88.0,-10.0,-26.0,-61.0,-11.0,-62.0,-27.0,city
2017,矢板市,-21.0,-64.0,-46.0,-13.0,-26.0,-31.0,-8.0,-38.0,-15.0,city
2017,那須塩原市,-96.0,-123.0,33.0,-44.0,-47.0,32.0,-52.0,-76.0,1.0,city
2017,さくら市,-6.0,-66.0,47.0,0.0,-33.0,21.0,-6.0,-33.0,26.0,city
2017,那須烏山市,-28.0,-86.0,-53.0,-13.0,-30.0,-34.0,-15.0,-56.0,-19.0,city
2017,下野市,91.0,-55.0,21.0,38.0,-12.0,-12.0,53.0,-43.0,33.0,city
2017,河内郡,-8.0,-54.0,-9.0,7.0,-33.0,19.0,-15.0,-21.0,-28.0,county
2017,芳賀郡,-63.0,-147.0,-98.0,-34.0,-34.0,-41.0,-29.0,-113.0,-57.0,county
2017,下都賀郡,-34.0,6.0,-46.0,-25.0,32.0,-11.0,-9.0,-26.0,-35.0,county
2017,塩谷郡,-12.0,49.0,13.0,-6.0,86.0,20.0,-6.0,-37.0,-7.0,county
2017,那須郡,-73.0,-92.0,-47.0,-40.0,-43.0,-12.0,-33.0,-49.0,-35.0,county
2017,前橋市,-41.0,-363.0,-28.0,-49.0,-190.0,50.0,8.0,-173.0,-78.0,city
2017,高崎市,192.0,-609.0,-1.0,165.0,-313.0,0.0,27.0,-296.0,-1.0,city
2017,桐生市,-49.0,-276.0,-221.0,-16.0,-112.0,-153.0,-33.0,-164.0,-68.0,city
2017,伊勢崎市,7.0,-116.0,117.0,34.0,-17.0,73.0,-27.0,-99.0,44.0,city
2017,太田市,45.0,-85.0,-11.0,63.0,-24.0,-33.0,-18.0,-61.0,22.0,city
2017,沼田市,-57.0,-113.0,-62.0,-25.0,-47.0,-43.0,-32.0,-66.0,-19.0,city
2017,館林市,-47.0,-136.0,-78.0,-24.0,-61.0,-18.0,-23.0,-75.0,-60.0,city
2017,渋川市,-40.0,-164.0,-144.0,-28.0,-59.0,-73.0,-12.0,-105.0,-71.0,city
2017,藤岡市,-24.0,-111.0,-64.0,-16.0,-46.0,-17.0,-8.0,-65.0,-47.0,city
2017,富岡市,-29.0,-70.0,-66.0,-17.0,-13.0,-29.0,-12.0,-57.0,-37.0,city
2017,安中市,-50.0,-131.0,-61.0,-15.0,-47.0,-34.0,-35.0,-84.0,-27.0,city
2017,みどり市,-35.0,-61.0,-15.0,-20.0,-11.0,-5.0,-15.0,-50.0,-10.0,city
2017,北群馬郡,6.0,22.0,54.0,9.0,14.0,8.0,-3.0,8.0,46.0,county
2017,多野郡,-5.0,-10.0,-9.0,-3.0,-11.0,-9.0,-2.0,1.0,0.0,county
2017,甘楽郡,-27.0,-98.0,-37.0,-11.0,-45.0,-23.0,-16.0,-53.0,-14.0,county
2017,吾妻郡,-69.0,-202.0,-75.0,-38.0,-84.0,-38.0,-31.0,-118.0,-37.0,county
2017,利根郡,-26.0,-134.0,-55.0,-14.0,-59.0,-38.0,-12.0,-75.0,-17.0,county
2017,佐波郡,-20.0,-143.0,-80.0,-29.0,-70.0,-27.0,9.0,-73.0,-53.0,county
2017,邑楽郡,42.0,-116.0,-110.0,53.0,-59.0,-65.0,-11.0,-57.0,-45.0,county
2017,さいたま市,706.0,1985.0,1300.0,436.0,911.0,585.0,270.0,1074.0,715.0,city
2017,川越市,214.0,-5.0,-137.0,95.0,-43.0,-63.0,119.0,38.0,-74.0,city
2017,熊谷市,11.0,-120.0,-120.0,24.0,-19.0,-47.0,-13.0,-101.0,-73.0,city
2017,川口市,91.0,1081.0,795.0,43.0,615.0,459.0,48.0,466.0,336.0,city
2017,行田市,-21.0,-139.0,-140.0,-14.0,-48.0,-69.0,-7.0,-91.0,-71.0,city
2017,秩父市,-51.0,-198.0,-59.0,-23.0,-99.0,-38.0,-28.0,-99.0,-21.0,city
2017,所沢市,317.0,161.0,-191.0,151.0,95.0,-76.0,166.0,66.0,-115.0,city
2017,飯能市,44.0,-197.0,-21.0,37.0,-88.0,6.0,7.0,-109.0,-27.0,city
2017,加須市,-17.0,-251.0,-43.0,-9.0,-95.0,-17.0,-8.0,-156.0,-26.0,city
2017,本庄市,-30.0,-132.0,-40.0,-32.0,-42.0,-7.0,2.0,-90.0,-33.0,city
2017,東松山市,104.0,-161.0,-61.0,56.0,-92.0,-21.0,48.0,-69.0,-40.0,city
2017,春日部市,23.0,-66.0,-167.0,-12.0,-30.0,-34.0,35.0,-36.0,-133.0,city
2017,狭山市,75.0,7.0,-223.0,57.0,29.0,-109.0,18.0,-22.0,-114.0,city
2017,羽生市,-4.0,-52.0,-48.0,-6.0,-8.0,-8.0,2.0,-44.0,-40.0,city
2017,鴻巣市,19.0,-111.0,-141.0,9.0,-72.0,-83.0,10.0,-39.0,-58.0,city
2017,深谷市,-13.0,-177.0,-11.0,0.0,-106.0,16.0,-13.0,-71.0,-27.0,city
2017,上尾市,33.0,41.0,-107.0,18.0,13.0,-30.0,15.0,28.0,-77.0,city
2017,草加市,169.0,478.0,-15.0,112.0,212.0,21.0,57.0,266.0,-36.0,city
2017,越谷市,108.0,255.0,63.0,36.0,85.0,8.0,72.0,170.0,55.0,city
2017,蕨市,69.0,386.0,-3.0,35.0,203.0,-40.0,34.0,183.0,37.0,city
2017,戸田市,121.0,500.0,358.0,50.0,246.0,215.0,71.0,254.0,143.0,city
2017,入間市,-5.0,-174.0,-181.0,-21.0,-61.0,-58.0,16.0,-113.0,-123.0,city
2017,朝霞市,153.0,334.0,182.0,63.0,164.0,76.0,90.0,170.0,106.0,city
2017,志木市,63.0,42.0,81.0,27.0,24.0,37.0,36.0,18.0,44.0,city
2017,和光市,88.0,448.0,62.0,49.0,251.0,52.0,39.0,197.0,10.0,city
2017,新座市,82.0,56.0,86.0,22.0,42.0,50.0,60.0,14.0,36.0,city
2017,桶川市,-14.0,-57.0,13.0,-7.0,-32.0,42.0,-7.0,-25.0,-29.0,city
2017,久喜市,-7.0,-205.0,-99.0,6.0,-106.0,-29.0,-13.0,-99.0,-70.0,city
2017,北本市,-7.0,-77.0,-125.0,3.0,-53.0,-73.0,-10.0,-24.0,-52.0,city
2017,八潮市,29.0,355.0,492.0,13.0,165.0,262.0,16.0,190.0,230.0,city
2017,富士見市,59.0,219.0,77.0,16.0,57.0,48.0,43.0,162.0,29.0,city
2017,三郷市,6.0,-20.0,82.0,-2.0,-4.0,74.0,8.0,-16.0,8.0,city
2017,蓮田市,-7.0,0.0,-51.0,-20.0,-8.0,-19.0,13.0,8.0,-32.0,city
2017,坂戸市,90.0,-128.0,-116.0,49.0,-80.0,-59.0,41.0,-48.0,-57.0,city
2017,幸手市,-12.0,-82.0,-79.0,-8.0,-37.0,-34.0,-4.0,-45.0,-45.0,city
2017,鶴ヶ島市,36.0,-53.0,-99.0,11.0,-36.0,-49.0,25.0,-17.0,-50.0,city
2017,日高市,-24.0,-67.0,-108.0,-12.0,-46.0,-45.0,-12.0,-21.0,-63.0,city
2017,吉川市,17.0,94.0,78.0,8.0,43.0,47.0,9.0,51.0,31.0,city
2017,ふじみ野市,144.0,18.0,75.0,94.0,7.0,34.0,50.0,11.0,41.0,city
2017,白岡市,7.0,-7.0,139.0,6.0,2.0,77.0,1.0,-9.0,62.0,city
2017,北足立郡,4.0,-49.0,-15.0,3.0,-10.0,8.0,1.0,-39.0,-23.0,county
2017,入間郡,13.0,-125.0,-143.0,10.0,-80.0,-70.0,3.0,-45.0,-73.0,county
2017,比企郡,-44.0,-286.0,-263.0,-17.0,-167.0,-136.0,-27.0,-119.0,-127.0,county
2017,秩父郡,-52.0,-145.0,-55.0,-35.0,-70.0,-23.0,-17.0,-75.0,-32.0,county
