"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","安芸郡","","-24","-23","5","-12","-9","0","-12","-14","5"
"日本人移動者","長岡郡","","-11","-17","-1","-6","-5","1","-5","-12","-2"
"日本人移動者","土佐郡","","-8","-3","-7","-7","-2","-9","-1","-1","2"
"日本人移動者","吾川郡","","-40","-69","-56","-28","-29","-42","-12","-40","-14"
"日本人移動者","高岡郡","","-93","-147","-11","-63","-59","-3","-30","-88","-8"
"日本人移動者","幡多郡","","-49","-60","-20","-24","-22","-7","-25","-38","-13"
"日本人移動者","福岡県市部","","1,665","248","-198","603","-841","18","1,062","1,089","-216"
"日本人移動者","福岡県郡部","","-261","-891","-7","-140","-398","-31","-121","-493","24"
"日本人移動者","北九州市","","338","-937","-616","248","-579","-323","90","-358","-293"
"日本人移動者","福岡市","","2,002","4,176","866","884","1,345","544","1,118","2,831","322"
"日本人移動者","大牟田市","","-106","-177","-90","-66","-87","-26","-40","-90","-64"
"日本人移動者","久留米市","","-19","-214","-68","-40","-163","-36","21","-51","-32"
"日本人移動者","直方市","","-15","-46","25","-17","-8","14","2","-38","11"
"日本人移動者","飯塚市","","65","-116","-23","68","-118","-22","-3","2","-1"
"日本人移動者","田川市","","-9","-53","-26","-4","-15","-13","-5","-38","-13"
"日本人移動者","柳川市","","-72","-190","-96","-55","-101","-28","-17","-89","-68"
"日本人移動者","八女市","","-113","-157","-28","-82","-54","-2","-31","-103","-26"
"日本人移動者","筑後市","","-26","-104","15","-26","-42","-23","0","-62","38"
"日本人移動者","大川市","","-28","-56","-66","-24","-46","-25","-4","-10","-41"
"日本人移動者","行橋市","","-64","-58","49","-39","-35","28","-25","-23","21"
"日本人移動者","豊前市","","-27","-44","-10","-14","-12","-14","-13","-32","4"
"日本人移動者","中間市","","3","-73","-12","-6","-31","-1","9","-42","-11"
"日本人移動者","小郡市","","-2","-128","-76","-12","-60","-46","10","-68","-30"
"日本人移動者","筑紫野市","","29","-96","69","-3","-91","38","32","-5","31"
"日本人移動者","春日市","","-64","-237","-77","-33","-123","-45","-31","-114","-32"
"日本人移動者","大野城市","","16","-75","24","9","-25","13","7","-50","11"
"日本人移動者","宗像市","","9","-226","72","-8","-126","17","17","-100","55"
"日本人移動者","太宰府市","","2","-46","-4","-9","1","0","11","-47","-4"
"日本人移動者","古賀市","","20","-117","-32","10","-85","-2","10","-32","-30"
"日本人移動者","福津市","","42","-46","143","17","-43","68","25","-3","75"
"日本人移動者","うきは市","","-59","-71","-46","-39","-25","-19","-20","-46","-27"
"日本人移動者","宮若市","","-9","-12","-1","5","5","3","-14","-17","-4"
"日本人移動者","嘉麻市","","-63","-118","-66","-43","-55","-37","-20","-63","-29"
"日本人移動者","朝倉市","","-70","-120","-53","-46","-53","-19","-24","-67","-34"
"日本人移動者","みやま市","","-57","-128","-28","-43","-56","5","-14","-72","-33"
"日本人移動者","糸島市","","-58","-283","-43","-29","-159","-31","-29","-124","-12"
"日本人移動者","筑紫郡","","-59","-91","78","-36","-56","46","-23","-35","32"
"日本人移動者","糟屋郡","","-25","-96","197","-37","-61","60","12","-35","137"
"日本人移動者","遠賀郡","","-30","-153","-56","-22","-55","-39","-8","-98","-17"
"日本人移動者","鞍手郡","","-4","-39","-26","-2","-30","-18","-2","-9","-8"
"日本人移動者","嘉穂郡","","-14","-26","-13","-4","-17","-9","-10","-9","-4"
"日本人移動者","朝倉郡","","-19","-85","-8","-5","-34","-9","-14","-51","1"
"日本人移動者","三井郡","","-36","9","27","-26","-6","21","-10","15","6"
"日本人移動者","三潴郡","","-17","-31","-41","-10","-15","-26","-7","-16","-15"
"日本人移動者","八女郡","","0","-36","-9","7","-16","3","-7","-20","-12"
"日本人移動者","田川郡","","-70","-173","-133","-44","-75","-75","-26","-98","-58"
"日本人移動者","京都郡","","19","-44","52","22","22","54","-3","-66","-2"
"日本人移動者","築上郡","","-6","-126","-75","17","-55","-39","-23","-71","-36"
"日本人移動者","佐賀県市部","","-873","-1,072","-362","-612","-522","-209","-261","-550","-153"
"日本人移動者","佐賀県郡部","","-240","-288","-26","-128","-124","-6","-112","-164","-20"
"日本人移動者","佐賀市","","-118","-380","-167","-99","-216","-98","-19","-164","-69"
"日本人移動者","唐津市","","-252","-250","-89","-162","-108","-62","-90","-142","-27"
"日本人移動者","鳥栖市","","-44","40","72","-48","14","58","4","26","14"
"日本人移動者","多久市","","-62","-54","-26","-41","-24","-9","-21","-30","-17"
"日本人移動者","伊万里市","","-123","-82","-36","-58","-28","-29","-65","-54","-7"
"日本人移動者","武雄市","","-99","-87","-11","-67","-48","-15","-32","-39","4"
"日本人移動者","鹿島市","","-52","-75","-37","-40","-35","-16","-12","-40","-21"
"日本人移動者","小城市","","-72","-57","-12","-54","-31","-13","-18","-26","1"
"日本人移動者","嬉野市","","-49","-68","-28","-37","-18","-10","-12","-50","-18"
"日本人移動者","神埼市","","-2","-59","-28","-6","-28","-15","4","-31","-13"
"日本人移動者","神埼郡","","-11","-18","3","-6","0","0","-5","-18","3"
"日本人移動者","三養基郡","","-60","-65","-4","-31","-37","-4","-29","-28","0"
"日本人移動者","東松浦郡","","0","-11","-10","7","-5","1","-7","-6","-11"
"日本人移動者","西松浦郡","","-57","-53","-2","-39","-20","-4","-18","-33","2"
"日本人移動者","杵島郡","","-77","-96","-14","-36","-40","-2","-41","-56","-12"
"日本人移動者","藤津郡","","-35","-45","1","-23","-22","3","-12","-23","-2"
"日本人移動者","長崎県市部","","-2,169","-2,228","-382","-1,309","-924","-106","-860","-1,304","-276"
"日本人移動者","長崎県郡部","","-358","-239","112","-250","-62","65","-108","-177","47"
"日本人移動者","長崎市","","-444","-619","-184","-361","-295","-38","-83","-324","-146"
"日本人移動者","佐世保市","","-207","-479","-81","-126","-215","-43","-81","-264","-38"
"日本人移動者","島原市","","-175","-67","-17","-103","-12","15","-72","-55","-32"
"日本人移動者","諫早市","","-307","-274","-90","-184","-111","-21","-123","-163","-69"
"日本人移動者","大村市","","-164","-64","76","-66","-12","28","-98","-52","48"
"日本人移動者","平戸市","","-152","-88","-16","-85","-43","-21","-67","-45","5"
"日本人移動者","松浦市","","-63","-54","18","-23","-32","12","-40","-22","6"
"日本人移動者","対馬市","","-134","-9","-4","-70","16","-15","-64","-25","11"
"日本人移動者","壱岐市","","-110","-64","-6","-53","-20","5","-57","-44","-11"
"日本人移動者","五島市","","-123","-119","21","-66","-37","11","-57","-82","10"
"日本人移動者","西海市","","-34","-90","-36","-2","-39","-20","-32","-51","-16"
"日本人移動者","雲仙市","","-115","-165","-34","-79","-69","-3","-36","-96","-31"
"日本人移動者","南島原市","","-141","-136","-29","-91","-55","-16","-50","-81","-13"
"日本人移動者","西彼杵郡","","-104","-105","79","-101","-24","17","-3","-81","62"
"日本人移動者","東彼杵郡","","-94","-78","8","-50","-23","15","-44","-55","-7"
"日本人移動者","北松浦郡","","-48","-6","12","-40","-4","15","-8","-2","-3"
"日本人移動者","南松浦郡","","-112","-50","13","-59","-11","18","-53","-39","-5"
"日本人移動者","熊本県市部","","-1,390","-1,822","-354","-955","-929","-25","-435","-893","-329"
"日本人移動者","熊本県郡部","","-692","-794","-251","-381","-312","-132","-311","-482","-119"
"日本人移動者","熊本市","","59","-373","-280","14","-315","-35","45","-58","-245"
"日本人移動者","八代市","","-260","-187","41","-172","-56","25","-88","-131","16"
"日本人移動者","人吉市","","-131","-47","11","-92","-20","0","-39","-27","11"
"日本人移動者","荒尾市","","-111","-138","0","-84","-73","6","-27","-65","-6"
"日本人移動者","水俣市","","-64","-44","-24","-41","-23","-7","-23","-21","-17"
"日本人移動者","玉名市","","-109","-132","21","-94","-39","33","-15","-93","-12"
"日本人移動者","山鹿市","","-95","-111","-22","-59","-53","-7","-36","-58","-15"
"日本人移動者","菊池市","","-83","-81","-28","-55","-38","-13","-28","-43","-15"
"日本人移動者","宇土市","","-69","-126","-52","-52","-62","-28","-17","-64","-24"
"日本人移動者","上天草市","","-67","-135","-41","-60","-40","-25","-7","-95","-16"
"日本人移動者","宇城市","","-104","-81","-85","-72","-34","-25","-32","-47","-60"
"日本人移動者","阿蘇市","","-54","-68","-47","-23","-26","-18","-31","-42","-29"
"日本人移動者","天草市","","-262","-271","16","-132","-118","4","-130","-153","12"
"日本人移動者","合志市","","-40","-28","136","-33","-32","65","-7","4","71"
"日本人移動者","下益城郡","","-9","-23","-29","-5","-12","-9","-4","-11","-20"
"日本人移動者","玉名郡","","-45","-98","-60","-25","-34","-31","-20","-64","-29"
"日本人移動者","菊池郡","","-35","70","94","-15","50","22","-20","20","72"
"日本人移動者","阿蘇郡","","-90","-225","-50","-46","-111","-15","-44","-114","-35"
"日本人移動者","上益城郡","","-169","-275","-195","-101","-108","-88","-68","-167","-107"
"日本人移動者","八代郡","","-25","-34","-3","-16","-20","-3","-9","-14","0"
"日本人移動者","葦北郡","","-84","-64","-24","-44","-30","-9","-40","-34","-15"
"日本人移動者","球磨郡","","-215","-110","29","-121","-34","13","-94","-76","16"
"日本人移動者","天草郡","","-20","-35","-13","-8","-13","-12","-12","-22","-1"
"日本人移動者","大分県市部","","-480","-1,566","-321","-285","-689","-211","-195","-877","-110"
"日本人移動者","大分県郡部","","-59","-114","-4","-26","-56","-3","-33","-58","-1"
"日本人移動者","大分市","","-49","-288","124","-12","-135","6","-37","-153","118"
"日本人移動者","別府市","","147","-184","-96","77","-124","-20","70","-60","-76"
"日本人移動者","中津市","","-93","-139","-15","-65","-48","-12","-28","-91","-3"
"日本人移動者","日田市","","-138","-183","-32","-85","-77","-22","-53","-106","-10"
"日本人移動者","佐伯市","","-98","-193","-70","-54","-85","-32","-44","-108","-38"
"日本人移動者","臼杵市","","-34","-81","-51","-23","-29","-26","-11","-52","-25"
"日本人移動者","津久見市","","-21","-32","-30","-9","-13","-17","-12","-19","-13"
"日本人移動者","竹田市","","-59","-21","-30","-37","-8","-18","-22","-13","-12"
"日本人移動者","豊後高田市","","-18","-43","-31","-12","-5","-23","-6","-38","-8"
"日本人移動者","杵築市","","-53","-27","-28","-29","14","-1","-24","-41","-27"
"日本人移動者","宇佐市","","-54","-134","-6","-27","-41","-4","-27","-93","-2"
"日本人移動者","豊後大野市","","-4","-145","-26","-9","-97","-6","5","-48","-20"
"日本人移動者","由布市","","28","-53","-17","11","-36","-12","17","-17","-5"
"日本人移動者","国東市","","-34","-43","-13","-11","-5","-24","-23","-38","11"
"日本人移動者","東国東郡","","-4","-9","-1","-3","-2","1","-1","-7","-2"
"日本人移動者","速見郡","","-20","-14","19","-17","-17","8","-3","3","11"
"日本人移動者","玖珠郡","","-35","-91","-22","-6","-37","-12","-29","-54","-10"
"日本人移動者","宮崎県市部","","-1,679","-1,566","-228","-981","-653","-84","-698","-913","-144"
"日本人移動者","宮崎県郡部","","-553","-454","18","-344","-177","-5","-209","-277","23"
"日本人移動者","宮崎市","","-534","-624","-94","-313","-272","-98","-221","-352","4"
"日本人移動者","都城市","","-293","-302","17","-154","-138","53","-139","-164","-36"
"日本人移動者","延岡市","","-296","-189","-29","-178","-59","13","-118","-130","-42"
"日本人移動者","日南市","","-172","-141","-38","-113","-55","-11","-59","-86","-27"
"日本人移動者","小林市","","-116","-95","-33","-76","-37","-28","-40","-58","-5"
"日本人移動者","日向市","","-135","-90","-25","-85","-45","-2","-50","-45","-23"
"日本人移動者","串間市","","-46","-29","-3","-33","-7","4","-13","-22","-7"
"日本人移動者","西都市","","-61","-57","-25","-25","-31","-12","-36","-26","-13"
"日本人移動者","えびの市","","-26","-39","2","-4","-9","-3","-22","-30","5"
"日本人移動者","北諸県郡","","-75","-38","22","-59","-20","6","-16","-18","16"
"日本人移動者","西諸県郡","","-33","-42","-5","-25","-15","2","-8","-27","-7"
"日本人移動者","東諸県郡","","-90","-94","11","-55","-45","5","-35","-49","6"
"日本人移動者","児湯郡","","-153","-165","-54","-102","-77","-40","-51","-88","-14"
"日本人移動者","東臼杵郡","","-90","-44","14","-44","-2","4","-46","-42","10"
"日本人移動者","西臼杵郡","","-112","-71","30","-59","-18","18","-53","-53","12"
"日本人移動者","鹿児島県市部","","-2,578","-1,897","-156","-1,686","-821","53","-892","-1,076","-209"
"日本人移動者","鹿児島県郡部","","-835","-171","-59","-397","-87","-36","-438","-84","-23"
"日本人移動者","鹿児島市","","-577","-316","-158","-562","-248","-10","-15","-68","-148"
"日本人移動者","鹿屋市","","-221","-61","91","-125","-22","58","-96","-39","33"
"日本人移動者","枕崎市","","-52","-84","-5","-24","-38","1","-28","-46","-6"
"日本人移動者","阿久根市","","-58","-60","-8","-27","-20","9","-31","-40","-17"
"日本人移動者","出水市","","-149","-78","20","-77","-22","13","-72","-56","7"
"日本人移動者","指宿市","","-69","-151","-14","-46","-46","-11","-23","-105","-3"
"日本人移動者","西之表市","","-113","32","-2","-54","31","1","-59","1","-3"
"日本人移動者","垂水市","","-52","-42","-32","-29","-5","-17","-23","-37","-15"
"日本人移動者","薩摩川内市","","-184","-142","3","-83","-61","-6","-101","-81","9"
"日本人移動者","日置市","","-76","-164","-23","-33","-80","-7","-43","-84","-16"
"日本人移動者","曽於市","","-121","-86","-67","-66","-26","-17","-55","-60","-50"
"日本人移動者","霧島市","","-167","-224","2","-95","-93","9","-72","-131","-7"
"日本人移動者","いちき串木野市","","-66","-87","-45","-40","-29","-29","-26","-58","-16"
"日本人移動者","南さつま市","","-37","-161","14","-50","-32","-4","13","-129","18"
"日本人移動者","志布志市","","-95","-50","-17","-58","-15","-7","-37","-35","-10"
"日本人移動者","奄美市","","-224","-3","11","-129","18","-1","-95","-21","12"
"日本人移動者","南九州市","","-111","-75","-38","-61","-43","-16","-50","-32","-22"
"日本人移動者","伊佐市","","-83","-63","-6","-28","-18","6","-55","-45","-12"
"日本人移動者","姶良市","","-123","-82","118","-99","-72","81","-24","-10","37"
"日本人移動者","鹿児島郡","","-13","13","0","-5","3","4","-8","10","-4"
"日本人移動者","薩摩郡","","-50","-58","-28","-23","-38","-19","-27","-20","-9"
"日本人移動者","出水郡","","-29","-19","-7","-14","-8","-5","-15","-11","-2"
"日本人移動者","姶良郡","","-29","-12","-11","-13","2","-3","-16","-14","-8"
"日本人移動者","曽於郡","","-47","-46","-12","-25","-22","-4","-22","-24","-8"
"日本人移動者","肝属郡","","-101","-68","-80","-38","-36","-36","-63","-32","-44"
"日本人移動者","熊毛郡","","-138","3","0","-57","10","-5","-81","-7","5"
"日本人移動者","大島郡","","-428","16","79","-222","2","32","-206","14","47"
"日本人移動者","沖縄県市部","","-1,128","-782","419","-576","-495","157","-552","-287","262"
"日本人移動者","沖縄県郡部","","-308","-533","65","-148","-293","-29","-160","-240","94"
"日本人移動者","那覇市","","-323","-142","-76","-148","-81","-38","-175","-61","-38"
"日本人移動者","宜野湾市","","62","17","25","65","-33","-25","-3","50","50"
"日本人移動者","石垣市","","-220","54","85","-111","24","53","-109","30","32"
"日本人移動者","浦添市","","-191","-127","132","-113","-50","52","-78","-77","80"
"日本人移動者","名護市","","146","-206","52","81","-138","29","65","-68","23"
"日本人移動者","糸満市","","-69","7","17","-43","-13","12","-26","20","5"
"日本人移動者","沖縄市","","-113","-130","147","-76","-64","49","-37","-66","98"
"日本人移動者","豊見城市","","-86","16","22","-47","-10","5","-39","26","17"
"日本人移動者","うるま市","","-97","-128","-51","-52","-41","-28","-45","-87","-23"
"日本人移動者","宮古島市","","-191","-123","70","-98","-77","49","-93","-46","21"
"日本人移動者","南城市","","-46","-20","-4","-34","-12","-1","-12","-8","-3"
"日本人移動者","国頭郡","","-100","-127","-38","-51","-60","-20","-49","-67","-18"
"日本人移動者","中頭郡","","-45","-365","-95","3","-207","-86","-48","-158","-9"
"日本人移動者","島尻郡","","-120","-70","157","-86","-44","59","-34","-26","98"
"日本人移動者","宮古郡","","-9","0","-3","-3","0","-3","-6","0","0"
"日本人移動者","八重山郡","","-34","29","44","-11","18","21","-23","11","23"
